order_date,orders,customers,gross_sales,discount_amount,net_sales,return_amount,units_sold,units_returned,shipments,shipping_cost,net_units,discount_rate,return_rate,average_order_value
2021-01-28,2.0,2.0,80535.56,14202.199869999999,66333.36013,0.0,66.0,0.0,0.0,0.0,66.0,0.17634694375999868,0.0,33166.680065
2021-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230.06,0.0,,,
2021-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,236.6,0.0,,,
2021-02-10,1.0,1.0,147597.75,30384.92731,117212.82269,0.0,90.0,0.0,0.0,0.0,90.0,0.2058630792813576,0.0,117212.82269
2021-02-11,1.0,1.0,187579.05,24475.06387,163103.98613,0.0,81.0,0.0,0.0,0.0,81.0,0.13047866416851991,0.0,163103.98613
2021-02-13,2.0,2.0,208537.67,21478.336819999997,187059.33314,0.0,94.0,0.0,0.0,0.0,94.0,0.10299499759443939,0.0,93529.66657
2021-02-16,1.0,1.0,42023.14,3539.65812,38483.48188,0.0,96.0,0.0,0.0,0.0,96.0,0.08423116692374726,0.0,38483.48188
2021-02-17,1.0,1.0,70773.93,9855.622889999999,60918.30711,0.0,58.0,0.0,0.0,0.0,58.0,0.1392549896550891,0.0,60918.30711
2021-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122.49,0.0,,,
2021-02-19,1.0,1.0,49560.92,6991.30033,42569.61967,0.0,130.0,0.0,0.0,0.0,130.0,0.14106478108154571,0.0,42569.61967
2021-02-20,1.0,1.0,83091.12,4917.15456,78173.96544,0.0,60.0,0.0,1.0,88.68,60.0,0.05917785871703258,0.0,78173.96544
2021-02-21,1.0,1.0,29122.61,4514.00455,15044.72323,9563.88222,57.0,9.0,0.0,0.0,48.0,0.15499999999999997,0.15789473684210525,15044.72323
2021-02-22,1.0,1.0,142322.33000000002,4273.3776,138048.9524,0.0,76.0,0.0,0.0,0.0,76.0,0.030026051428472252,0.0,138048.9524
2021-02-24,1.0,1.0,49154.75,10814.045,38340.705,0.0,25.0,0.0,1.0,0.0,25.0,0.22,0.0,38340.705
2021-02-25,2.0,2.0,15122.52,226.8378,14895.6822,0.0,36.0,0.0,1.0,103.37,36.0,0.015,0.0,7447.8411
2021-02-27,1.0,1.0,27840.22,4649.31674,23190.90326,0.0,17.0,0.0,0.0,0.0,17.0,0.167,0.0,23190.90326
2021-02-28,1.0,1.0,5328.66,282.41898,5046.24102,0.0,3.0,0.0,0.0,0.0,3.0,0.053,0.0,5046.24102
2021-03-01,1.0,1.0,98304.47,393.21788,97911.25212,0.0,89.0,0.0,1.0,354.25,89.0,0.004,0.0,97911.25212
2021-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,251.09,0.0,,,
2021-03-04,1.0,1.0,35489.27,8357.98024,27131.28976,0.0,31.0,0.0,0.0,0.0,31.0,0.23550724599294381,0.0,27131.28976
2021-03-06,2.0,2.0,90365.81,9475.929259999999,80889.88074,0.0,95.0,0.0,0.0,0.0,95.0,0.10486188592787471,0.0,40444.94037
2021-03-07,1.0,1.0,52189.44,5713.19664,46476.24336,0.0,64.0,0.0,0.0,0.0,64.0,0.10947035722169082,0.0,46476.24336
2021-03-08,1.0,1.0,72710.4,8361.696,64348.704,0.0,48.0,0.0,1.0,473.92,48.0,0.115,0.0,64348.704
2021-03-09,2.0,2.0,37495.36,4049.49888,33445.86112,0.0,24.0,0.0,1.0,37.43,24.0,0.108,0.0,16722.93056
2021-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,525.16,0.0,,,
2021-03-11,1.0,1.0,107729.32,17113.23708,90616.08292,0.0,58.0,0.0,0.0,0.0,58.0,0.15885403416637178,0.0,90616.08292
2021-03-12,2.0,2.0,177243.53999999998,27501.277130000002,149742.26287,0.0,142.0,0.0,2.0,610.79,142.0,0.155160956105932,0.0,74871.131435
2021-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98.67,0.0,,,
2021-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,752.12,0.0,,,
2021-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.03,0.0,,,
2021-03-17,1.0,1.0,3135.6,689.832,2445.768,0.0,4.0,0.0,1.0,376.07,4.0,0.22,0.0,2445.768
2021-03-22,2.0,2.0,220047.62,36038.025499999996,184009.5945,0.0,98.0,0.0,0.0,0.0,98.0,0.16377375724400017,0.0,92004.79725
2021-03-23,1.0,1.0,4113.75,1049.00625,3064.74375,0.0,3.0,0.0,0.0,0.0,3.0,0.255,0.0,3064.74375
2021-03-26,1.0,1.0,91114.84,10474.26324,80640.57676,0.0,66.0,0.0,0.0,0.0,66.0,0.11495672099078483,0.0,80640.57676
2021-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,426.31,0.0,,,
2021-03-30,1.0,1.0,3075.0,624.225,2450.775,0.0,30.0,0.0,0.0,0.0,30.0,0.203,0.0,2450.775
2021-04-01,1.0,1.0,18285.9,2829.42036,15456.47964,0.0,64.0,0.0,0.0,0.0,64.0,0.15473235443702524,0.0,15456.47964
2021-04-03,1.0,1.0,127570.89,13113.92223,114456.96777,0.0,140.0,0.0,0.0,0.0,140.0,0.10279713679194367,0.0,114456.96777
2021-04-06,4.0,4.0,234435.0,11428.34386,223006.65614,0.0,243.0,0.0,0.0,0.0,243.0,0.04874845419839188,0.0,55751.664035
2021-04-07,1.0,1.0,79933.5,4606.30116,75327.19884000001,0.0,48.0,0.0,1.0,22.74,48.0,0.057626666666666666,0.0,75327.19884000001
2021-04-08,1.0,1.0,403.04,101.56608,-3341.01328,3642.4872,44.0,4.0,1.0,96.21,40.0,0.252,0.09090909090909091,-3341.01328
2021-04-09,1.0,1.0,117476.26999999999,6042.6837,111433.5863,0.0,101.0,0.0,0.0,0.0,101.0,0.051437483501987256,0.0,111433.5863
2021-04-10,1.0,1.0,111526.59,15159.28274,96367.30726,0.0,89.0,0.0,0.0,0.0,89.0,0.13592527790906186,0.0,96367.30726
2021-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,245.46,0.0,,,
2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,485.44,0.0,,,
2021-04-15,1.0,1.0,108615.8,19643.49116,88972.30884000001,0.0,70.0,0.0,0.0,0.0,70.0,0.18085298050559864,0.0,88972.30884000001
2021-04-22,2.0,2.0,97844.76000000001,3405.15454,87963.67652000001,6475.92894,75.0,6.0,0.0,0.0,69.0,0.03480160347881685,0.08,43981.838260000004
2021-04-23,3.0,3.0,44588.59,3729.6122,40858.9778,0.0,113.0,0.0,0.0,0.0,113.0,0.08364499079248751,0.0,13619.659266666667
2021-04-24,1.0,1.0,11511.92,2348.43168,9163.48832,0.0,28.0,0.0,0.0,0.0,28.0,0.20400000000000001,0.0,9163.48832
2021-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.99,0.0,,,
2021-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,631.11,0.0,,,
2021-04-28,1.0,1.0,55822.06,4915.47994,50906.58006,0.0,28.0,0.0,0.0,0.0,28.0,0.08805622615861902,0.0,50906.58006
2021-04-29,1.0,1.0,26407.59,5651.22426,20756.36574,0.0,43.0,0.0,1.0,269.13,43.0,0.214,0.0,20756.36574
2021-04-30,3.0,3.0,259113.17,43470.57548,215642.59451999998,0.0,221.0,0.0,0.0,0.0,221.0,0.16776675411751552,0.0,71880.86484
2021-05-01,3.0,3.0,290633.61,30613.606470000002,260020.00353000002,0.0,224.0,0.0,0.0,0.0,224.0,0.10533401993664808,0.0,86673.33451
2021-05-02,1.0,1.0,11917.68,2979.42,8938.26,0.0,34.0,0.0,1.0,29.94,34.0,0.25,0.0,8938.26
2021-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,458.31,0.0,,,
2021-05-05,1.0,1.0,61835.12,4929.1187,56906.0013,0.0,45.0,0.0,0.0,0.0,45.0,0.07971390206730414,0.0,56906.0013
2021-05-08,2.0,2.0,196058.7,29602.592920000003,166456.10708,0.0,125.0,0.0,0.0,0.0,125.0,0.1509884178564889,0.0,83228.05354
2021-05-12,2.0,2.0,134849.81,21603.622320000002,113246.18767999999,0.0,76.0,0.0,0.0,0.0,76.0,0.1602050630994586,0.0,56623.093839999994
2021-05-16,3.0,3.0,75489.95000000001,4576.536499999999,70913.4135,0.0,63.0,0.0,1.0,399.5,63.0,0.060624447360211504,0.0,23637.8045
2021-05-17,1.0,1.0,123946.32999999999,10470.97172,113475.35827999999,0.0,88.0,0.0,0.0,0.0,88.0,0.08447988512447283,0.0,113475.35827999999
2021-05-18,2.0,2.0,117459.02,4449.408179999999,112667.52062000001,342.0912,109.0,3.0,0.0,0.0,106.0,0.03788051509368969,0.027522935779816515,56333.760310000005
2021-05-19,5.0,4.0,190211.7,30146.30712,160065.39288,0.0,169.0,0.0,0.0,0.0,169.0,0.1584881851116414,0.0,32013.078576
2021-05-20,2.0,2.0,36452.25,5540.742,30911.508,0.0,25.0,0.0,1.0,141.08,25.0,0.152,0.0,15455.754
2021-05-22,2.0,2.0,213276.63,44887.835699999996,168388.79429999998,0.0,229.0,0.0,0.0,0.0,229.0,0.21046767149312137,0.0,84194.39714999999
2021-05-23,1.0,1.0,0.0,0.0,0.0,0.0,42.0,0.0,2.0,1090.58,42.0,,0.0,0.0
2021-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,683.97,0.0,,,
2021-05-26,1.0,1.0,55100.04,5524.94388,49575.09612,0.0,50.0,0.0,0.0,0.0,50.0,0.10027114100098657,0.0,49575.09612
2021-05-27,1.0,1.0,0.0,0.0,-3536.27001,3536.27001,0.0,3.0,0.0,0.0,-3.0,,,-3536.27001
2021-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,540.01,0.0,,,
2021-05-29,1.0,1.0,73955.20999999999,8630.70135,65324.50865,0.0,71.0,0.0,0.0,0.0,71.0,0.11670173541526013,0.0,65324.50865
2021-05-30,5.0,5.0,217651.85,22989.80888,194662.04112,0.0,225.0,0.0,1.0,391.05,225.0,0.10562652639984452,0.0,38932.408224
2021-06-01,1.0,1.0,82371.62,11969.57762,70402.04238,0.0,128.0,0.0,1.0,258.9,128.0,0.1453119122824099,0.0,70402.04238
2021-06-02,1.0,1.0,108078.46,5718.39692,102360.06307999999,0.0,96.0,0.0,3.0,1609.08,96.0,0.052909681725664855,0.0,102360.06307999999
2021-06-03,1.0,1.0,72078.41,1445.20819,70633.20181,0.0,55.0,0.0,0.0,0.0,55.0,0.020050500420306164,0.0,70633.20181
2021-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,850.1,0.0,,,
2021-06-08,1.0,1.0,16691.12,951.39384,15739.72616,0.0,62.0,0.0,0.0,0.0,62.0,0.057,0.0,15739.72616
2021-06-10,1.0,1.0,27846.45,55.6929,27790.7571,0.0,15.0,0.0,0.0,0.0,15.0,0.002,0.0,27790.7571
2021-06-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,574.86,0.0,,,0.0
2021-06-14,1.0,1.0,3404.4,57.8748,3346.5252,0.0,6.0,0.0,0.0,0.0,6.0,0.017,0.0,3346.5252
2021-06-16,3.0,3.0,97495.36,12760.50468,84734.85532,0.0,93.0,0.0,0.0,0.0,93.0,0.13088319977484056,0.0,28244.951773333334
2021-06-17,1.0,1.0,68444.42,4529.63912,63914.780880000006,0.0,62.0,0.0,1.0,120.29,62.0,0.0661798159733109,0.0,63914.780880000006
2021-06-19,3.0,3.0,181100.39,2992.52896,178107.86104,0.0,163.0,0.0,0.0,0.0,163.0,0.016524144205321698,0.0,59369.28701333333
2021-06-20,1.0,1.0,20802.88,1206.56704,19596.31296,0.0,14.0,0.0,0.0,0.0,14.0,0.057999999999999996,0.0,19596.31296
2021-06-21,2.0,2.0,201871.73,21619.81893,180251.91107,0.0,186.0,0.0,0.0,0.0,186.0,0.10709681306045181,0.0,90125.955535
2021-06-23,1.0,1.0,161792.28,27409.355499999998,134382.9245,0.0,101.0,0.0,1.0,553.84,101.0,0.16941077472917743,0.0,134382.9245
2021-06-24,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,,0.0,0.0
2021-06-25,1.0,1.0,28173.61,442.80085,27730.80915,0.0,55.0,0.0,0.0,0.0,55.0,0.01571686588974576,0.0,27730.80915
2021-06-27,1.0,1.0,17651.25,282.42,17368.83,0.0,52.0,0.0,0.0,0.0,52.0,0.016,0.0,17368.83
2021-06-28,1.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,,0.0,0.0
2021-07-01,1.0,1.0,153725.27,15254.356539999999,138470.91346,0.0,139.0,0.0,0.0,0.0,139.0,0.09923128799838829,0.0,138470.91346
2021-07-03,2.0,2.0,46110.96,46.11096,46064.84904,0.0,28.0,0.0,1.0,354.03,28.0,0.001,0.0,23032.42452
2021-07-04,1.0,1.0,27201.72,2747.37372,24454.34628,0.0,21.0,0.0,0.0,0.0,21.0,0.10099999999999999,0.0,24454.34628
2021-07-07,1.0,1.0,11180.68,2951.69952,8228.98048,0.0,28.0,0.0,0.0,0.0,28.0,0.264,0.0,8228.98048
2021-07-08,1.0,1.0,91715.06,18179.64248,73535.41752,0.0,62.0,0.0,1.0,276.76,62.0,0.19821872743691166,0.0,73535.41752
2021-07-09,3.0,3.0,432450.9,67754.64062,364696.25938,0.0,303.0,0.0,1.0,126.32,303.0,0.15667591539293826,0.0,121565.41979333333
2021-07-10,1.0,1.0,61226.149999999994,5570.38277,55655.76723,0.0,49.0,0.0,1.0,225.74,49.0,0.09098045149009044,0.0,55655.76723
2021-07-11,4.0,4.0,143626.91999999998,35397.22668,105079.47508,3150.21824,127.0,8.0,1.0,445.98,119.0,0.24645259175647577,0.06299212598425197,26269.86877
2021-07-12,3.0,3.0,401707.35,42030.197850000004,359677.15215000004,0.0,238.0,0.0,2.0,291.68,238.0,0.10462889924717585,0.0,119892.38405000001
2021-07-13,1.0,1.0,71204.89,11393.722899999999,59811.1671,0.0,50.0,0.0,0.0,0.0,50.0,0.16001320836251554,0.0,59811.1671
2021-07-14,3.0,3.0,282111.41000000003,44369.34945,237742.06055,0.0,245.0,0.0,1.0,426.06,245.0,0.15727598344923374,0.0,79247.35351666667
2021-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,919.77,0.0,,,
2021-07-17,1.0,1.0,541.75,139.22975,402.52025,0.0,25.0,0.0,2.0,414.28,25.0,0.257,0.0,402.52025
2021-07-18,1.0,1.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,41.0,,0.0,0.0
2021-07-19,4.0,4.0,245390.26,24693.9587,220696.30130000002,0.0,291.0,0.0,0.0,0.0,291.0,0.10063137265513308,0.0,55174.075325000005
2021-07-20,2.0,2.0,139567.74000000002,7163.4410800000005,122407.24772,9997.0512,87.0,5.0,0.0,0.0,82.0,0.051325908694946264,0.05747126436781609,61203.62386
2021-07-21,2.0,2.0,124090.43000000001,6849.65677,117240.77322999999,0.0,99.0,0.0,0.0,0.0,99.0,0.055198912357705576,0.0,58620.386614999996
2021-07-23,2.0,2.0,264913.14,29081.33202,235831.80794,0.0,144.0,0.0,2.0,123.28,144.0,0.1097768575012927,0.0,117915.90397
2021-07-24,1.0,1.0,85455.2,256.3656,85198.8344,0.0,40.0,0.0,0.0,0.0,40.0,0.0029999999999999996,0.0,85198.8344
2021-07-25,2.0,2.0,276798.11,32365.1229,244432.98709999997,0.0,210.0,0.0,1.0,265.82,210.0,0.11692682041795734,0.0,122216.49354999998
2021-07-26,1.0,1.0,117140.66,20349.03156,96791.62844,0.0,76.0,0.0,0.0,0.0,76.0,0.1737145032305606,0.0,96791.62844
2021-07-27,3.0,3.0,159416.31,21796.54765,137619.76235,0.0,182.0,0.0,0.0,0.0,182.0,0.1367272122281591,0.0,45873.25411666667
2021-07-28,2.0,2.0,84181.43000000001,14412.671040000001,69768.75896,0.0,188.0,0.0,0.0,0.0,188.0,0.1712096247355266,0.0,34884.37948
2021-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1317.83,0.0,,,
2021-07-30,3.0,3.0,287732.08999999997,35378.8761,252353.2139,0.0,308.0,0.0,1.0,206.33,308.0,0.12295770033853369,0.0,84117.73796666667
2021-07-31,2.0,2.0,100286.03,2179.8728499999997,98106.15715,0.0,81.0,0.0,0.0,0.0,81.0,0.02173655543050213,0.0,49053.078575
2021-08-01,1.0,1.0,23306.32,2836.28164,20470.03836,0.0,36.0,0.0,0.0,0.0,36.0,0.12169581641374529,0.0,20470.03836
2021-08-05,1.0,1.0,94400.23000000001,10496.967059999999,83903.26294,0.0,53.0,0.0,1.0,285.77,53.0,0.1111964140341607,0.0,83903.26294
2021-08-06,1.0,1.0,120008.56,17187.060279999998,102821.49972,0.0,92.0,0.0,2.0,465.52,92.0,0.14321528630957656,0.0,102821.49972
2021-08-08,1.0,1.0,0.0,0.0,-6010.3177,6010.3177,0.0,10.0,0.0,0.0,-10.0,,,-6010.3177
2021-08-10,1.0,1.0,103306.11,22947.6711,80358.43890000001,0.0,63.0,0.0,0.0,0.0,63.0,0.22213275768490362,0.0,80358.43890000001
2021-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,163.99,0.0,,,
2021-08-12,1.0,1.0,97285.4,14981.9516,82303.4484,0.0,46.0,0.0,0.0,0.0,46.0,0.15400000000000003,0.0,82303.4484
2021-08-13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
2021-08-14,2.0,1.0,16208.8,291.7584,15917.0416,0.0,40.0,0.0,0.0,0.0,40.0,0.018000000000000002,0.0,7958.5208
2021-08-17,2.0,2.0,122247.58,2898.58756,119348.99244,0.0,100.0,0.0,0.0,0.0,100.0,0.023710797056268926,0.0,59674.49622
2021-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,186.45,0.0,,,
2021-08-20,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
2021-08-21,1.0,1.0,68676.55,1384.37751,67292.17249,0.0,43.0,0.0,0.0,0.0,43.0,0.020157936151422865,0.0,67292.17249
2021-08-22,1.0,1.0,27825.06,4591.0012799999995,23234.05872,0.0,34.0,0.0,1.0,212.68,34.0,0.16499519785402078,0.0,23234.05872
2021-08-23,1.0,1.0,98042.0,3405.79892,94636.20108,0.0,74.0,0.0,0.0,0.0,74.0,0.03473816242018727,0.0,94636.20108
2021-08-25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,582.96,0.0,,,0.0
2021-08-26,1.0,1.0,67531.5,2169.889,65361.611000000004,0.0,55.0,0.0,0.0,0.0,55.0,0.032131508999503934,0.0,65361.611000000004
2021-08-27,1.0,1.0,93578.93,20077.78488,73501.14512,0.0,129.0,0.0,0.0,0.0,129.0,0.214554546413386,0.0,73501.14512
2021-08-29,1.0,1.0,141653.39,13479.22583,128174.16417,0.0,116.0,0.0,1.0,308.95,116.0,0.09515639428043338,0.0,128174.16417
2021-08-30,1.0,1.0,113270.34,14734.90713,98535.43286999999,0.0,58.0,0.0,1.0,403.91,58.0,0.13008619140721217,0.0,98535.43286999999
2021-09-01,1.0,1.0,241894.4,18596.85756,223297.54244,0.0,112.0,0.0,0.0,0.0,112.0,0.07688006650836067,0.0,223297.54244
2021-09-02,3.0,3.0,209100.84,25555.17355,183545.66645000002,0.0,183.0,0.0,0.0,0.0,183.0,0.1222145905774458,0.0,61181.88881666667
2021-09-03,1.0,1.0,21984.5,2308.3725,19676.1275,0.0,25.0,0.0,0.0,0.0,25.0,0.105,0.0,19676.1275
2021-09-04,1.0,1.0,126347.31,505.38924,125841.92076000001,0.0,73.0,0.0,1.0,402.44,73.0,0.004,0.0,125841.92076000001
2021-09-05,1.0,1.0,91887.83,5808.42559,86079.40441,0.0,100.0,0.0,2.0,484.56,100.0,0.06321213146506996,0.0,86079.40441
2021-09-06,2.0,2.0,120277.94,991.65834,119286.28169999999,0.0,73.0,0.0,0.0,0.0,73.0,0.008244723346608696,0.0,59643.140849999996
2021-09-07,4.0,3.0,161812.63,1308.5807,160504.04927999998,0.0,158.0,0.0,2.0,147.52,158.0,0.008087012120129312,0.0,40126.012319999994
2021-09-08,3.0,3.0,354250.05,25210.13645,329039.91359,0.0,196.0,0.0,2.0,590.39,196.0,0.07116480703390163,0.0,109679.97119666667
2021-09-09,1.0,1.0,243402.48,11771.03716,231631.44283999997,0.0,148.0,0.0,2.0,940.34,148.0,0.04836038301663976,0.0,231631.44283999997
2021-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,526.33,0.0,,,
2021-09-12,1.0,1.0,231729.8,11143.48015,220586.31985,0.0,105.0,0.0,1.0,605.11,105.0,0.048088248252922156,0.0,220586.31985
