order_id,customer_id,warehouse_id,order_date,ship_date,order_status,source_order_total,detail_row_count,total_quantity,calculated_order_total,order_total_difference,order_financial_status,shipment_count,has_shipment,detail_status,customer_status,quantity_status,date_status,gross_sales,discount_amount,sales_net,units_sold,sale_line_count,return_amount,units_returned,return_line_count,net_sales,net_units,discount_rate,return_rate,item_line_count,missing_net_amount_lines,revenue_completeness_status,feature_shipment_count,total_shipping_cost,first_shipment_date,last_delivery_date,order_to_delivery_days,delivery_anomaly_flag,average_order_value
5000011,302913,507,2025-08-25,2025-08-30,Pending,288843.05,6.0,172.0,288843.05,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,298063.56,9220.51072,288843.04926,172.0,6.0,0.0,0.0,0.0,288843.04926,172.0,0.030934713119577583,0.0,6.0,0.0,Complete,0,,,,,False,288843.04926
5000012,300154,534,2024-11-19,2024-11-23,Shipped,193889.5,3.0,116.0,193889.5,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,82940.9,17915.2344,65025.6656,116.0,3.0,0.0,0.0,0.0,65025.6656,116.0,0.21600000000000003,0.0,3.0,2.0,Partial,0,,,,,False,65025.6656
5000013,300476,508,2024-06-24,2024-06-30,Shipped,675.29,1.0,4.0,675.29,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,917.52,242.22528,675.29472,4.0,1.0,0.0,0.0,0.0,675.29472,4.0,0.264,0.0,1.0,0.0,Complete,1,439.83,2024-06-26,2024-07-09,15.0,False,675.29472
5000014,300423,533,2026-04-29,2026-05-11,Returned,9872.31,2.0,9.0,9872.31,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,13129.0,2021.866,11107.134,10.0,1.0,1234.82252,1.0,1.0,9872.31148,9.0,0.154,0.1,2.0,0.0,Complete,0,,,,,False,9872.31148
5000015,300707,520,2025-08-28,2025-09-04,Delivered,14729.99,1.0,33.0,14729.99,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,20150.46,5420.47374,14729.98626,33.0,1.0,0.0,0.0,0.0,14729.98626,33.0,0.269,0.0,1.0,0.0,Complete,0,,,,,False,14729.98626
5000016,302910,516,2022-12-29,2023-01-09,Pending,24817.9,1.0,20.0,24817.9,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,29793.4,4975.4978,24817.9022,20.0,1.0,0.0,0.0,0.0,24817.9022,20.0,0.16699999999999998,0.0,1.0,0.0,Complete,0,,,,,False,24817.9022
5000017,301878,504,2021-06-27,2021-07-05,Delivered,42924.32,2.0,52.0,42924.32000000001,-7.275957614183426e-12,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,17651.25,282.42,17368.83,52.0,2.0,0.0,0.0,0.0,17368.83,52.0,0.016,0.0,2.0,1.0,Partial,0,,,,,False,17368.83
5000018,300993,522,2023-04-16,2023-04-18,Pending,,,,,,Cannot Calculate,2,True,No Order Details,Matched,,Valid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No Order Details,2,94.0,2023-04-18,2023-04-26,10.0,False,0.0
5000019,300680,531,2023-05-21,2023-05-30,Shipped,8383.38,2.0,9.0,8383.380000000001,-1.8189894035458565e-12,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,8580.81,197.42121,8383.38879,9.0,2.0,0.0,0.0,0.0,8383.38879,9.0,0.02300729301779203,0.0,2.0,0.0,Complete,0,,,,,False,8383.38879
5000020,302982,510,2022-11-13,2022-11-18,Cancelled,60170.71,1.0,47.0,60170.71,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,81642.76,21472.04588,60170.71412,47.0,1.0,0.0,0.0,0.0,60170.71412,47.0,0.263,0.0,1.0,0.0,Complete,0,,,,,False,60170.71412
5000021,302340,530,2025-04-27,2025-05-01,Pending,,,,,,Cannot Calculate,1,True,No Order Details,Matched,,Valid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No Order Details,1,347.89,2025-04-28,2025-05-06,9.0,False,0.0
5000022,300445,501,2026-05-10,2026-05-13,Delivered,7257.15,1.0,6.0,7257.15,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,8081.46,824.30892,7257.15108,6.0,1.0,0.0,0.0,0.0,7257.15108,6.0,0.102,0.0,1.0,0.0,Complete,1,89.71,2026-05-15,,,False,7257.15108
5000023,302432,529,2024-11-16,,Delivered,170419.15,3.0,104.0,170419.15000000002,-2.9103830456733704e-11,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date,177522.24,27941.4648,149580.7752,104.0,3.0,0.0,0.0,0.0,149580.7752,104.0,0.15739698192181442,0.0,3.0,1.0,Partial,1,190.37,,,,False,149580.7752
5000024,302162,533,2024-09-21,2024-09-27,Shipped,785.97,1.0,4.0,785.97,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,833.48,47.50836,785.97164,4.0,1.0,0.0,0.0,0.0,785.97164,4.0,0.057,0.0,1.0,0.0,Complete,0,,,,,False,785.97164
5000025,302376,511,2022-06-03,,Delivered,178895.11,5.0,162.0,178895.11000000002,-2.9103830456733704e-11,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date,201681.51,22786.40125,178895.10874999998,162.0,5.0,0.0,0.0,0.0,178895.10874999998,162.0,0.11298210356517063,0.0,5.0,0.0,Complete,1,632.98,2022-06-05,2022-06-27,24.0,False,178895.10874999998
5000026,302338,516,2026-02-17,2026-02-21,Shipped,80601.05,1.0,39.0,80601.05,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,81497.52,896.47272,80601.04728,39.0,1.0,0.0,0.0,0.0,80601.04728,39.0,0.011,0.0,1.0,0.0,Complete,0,,,,,False,80601.04728
5000027,302015,520,2026-02-14,2026-02-20,Delivered,0.0,1.0,29.0,,,Cannot Calculate,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,8528.03,1867.63857,6660.39143,29.0,1.0,0.0,0.0,0.0,6660.39143,29.0,0.219,0.0,1.0,0.0,Complete,1,252.98,,,,False,6660.39143
5000028,300243,531,2025-11-12,2025-11-22,Shipped,41813.04,2.0,52.0,41813.03999999999,7.275957614183426e-12,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Valid,44908.29,3095.2529999999997,41813.037,52.0,2.0,0.0,0.0,0.0,41813.037,52.0,0.06892386684062118,0.0,2.0,0.0,Complete,2,1124.93,2025-11-12,2025-11-28,16.0,False,41813.037
5000029,301298,509,2025-01-08,2025-01-14,Pending,146010.35,3.0,109.0,146010.35,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,148093.08000000002,2082.73942,146010.34058000002,109.0,3.0,0.0,0.0,0.0,146010.34058000002,109.0,0.014063718709881648,0.0,3.0,0.0,Complete,0,,,,,False,146010.34058000002
5000030,302057,529,2024-04-02,2024-04-06,Delivered,8112.47,1.0,46.0,8112.47,0.0,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Valid,9657.7,1545.232,8112.468,46.0,1.0,0.0,0.0,0.0,8112.468,46.0,0.15999999999999998,0.0,1.0,0.0,Complete,2,930.2,2024-04-04,2024-04-16,14.0,False,8112.468
5000031,300166,520,2024-03-06,2024-03-08,Pending,0.0,1.0,42.0,,,Cannot Calculate,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,27717.9,5571.2979,22146.6021,42.0,1.0,0.0,0.0,0.0,22146.6021,42.0,0.20099999999999998,0.0,1.0,0.0,Complete,1,173.75,2024-03-08,2024-03-12,6.0,False,22146.6021
5000032,301627,504,2024-07-13,2024-07-24,Returned,68033.78,3.0,109.0,68033.78,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,71472.22,3438.4395400000003,68033.78046000001,109.0,3.0,0.0,0.0,0.0,68033.78046000001,109.0,0.0481087552618346,0.0,3.0,0.0,Complete,1,18.39,2024-07-17,2024-07-18,5.0,False,68033.78046000001
5000033,301415,524,2022-03-13,2022-03-16,Delivered,8927.75,3.0,60.0,8927.75,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,18341.95,463.7138,17878.2362,68.0,2.0,2860.2288,8.0,1.0,15018.007399999999,60.0,0.02528159764910492,0.11764705882352941,3.0,0.0,Complete,0,,,,,False,15018.007399999999
5000034,301891,517,2025-12-11,2025-12-11,Shipped,134551.15,3.0,105.0,134551.15,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,148162.19,13611.040630000001,134551.14937,105.0,3.0,0.0,0.0,0.0,134551.14937,105.0,0.09186581698070204,0.0,3.0,0.0,Complete,0,,,,,False,134551.14937
5000035,301773,522,2026-03-18,2026-03-20,Pending,17127.75,1.0,21.0,17127.75,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,21818.79,4691.03985,17127.75015,21.0,1.0,0.0,0.0,0.0,17127.75015,21.0,0.215,0.0,1.0,0.0,Complete,0,,,,,False,17127.75015
5000036,301508,509,2022-04-13,2022-04-21,Delivered,78084.75,1.0,35.0,78084.75,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,79033.15,948.3978,78084.7522,35.0,1.0,0.0,0.0,0.0,78084.7522,35.0,0.012,0.0,1.0,0.0,Complete,1,507.02,2022-04-17,2022-05-11,28.0,False,78084.7522
5000037,300254,523,2026-01-18,2026-01-21,Shipped,,,,,,Cannot Calculate,1,True,No Order Details,Matched,,Valid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No Order Details,1,0.0,2026-01-19,2026-02-08,21.0,False,0.0
5000038,302460,513,2024-11-13,2024-11-19,Pending,1750.65,2.0,21.0,1750.65,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,3780.84,531.1752399999999,3249.66476,21.0,2.0,0.0,0.0,0.0,3249.66476,21.0,0.14049132996900157,0.0,2.0,0.0,Complete,0,,,,,False,3249.66476
5000039,300613,523,2025-06-28,2025-06-30,Cancelled,73253.25,1.0,43.0,73253.25,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,73473.67,220.42101,73253.24899,43.0,1.0,0.0,0.0,0.0,73253.24899,43.0,0.003,0.0,1.0,0.0,Complete,1,483.4,2025-06-30,2025-07-13,15.0,False,73253.24899
5000040,301907,515,2024-07-18,2024-07-20,Cancelled,44282.71,3.0,84.0,44282.71,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,46995.86,2713.14858,44282.71142,84.0,3.0,0.0,0.0,0.0,44282.71142,84.0,0.05773165083051997,0.0,3.0,0.0,Complete,1,491.86,2024-07-22,2024-07-30,12.0,False,44282.71142
5000041,302939,504,2025-06-10,,Returned,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Missing Ship Date,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No Order Details,0,,,,,False,0.0
5000042,300584,514,2025-01-18,2025-01-18,Returned,33853.26,3.0,82.0,33853.26,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,55284.11,10871.31131,44412.798689999996,82.0,3.0,0.0,0.0,0.0,44412.798689999996,82.0,0.19664441211045994,0.0,3.0,0.0,Complete,0,,,,,False,44412.798689999996
5000043,300810,515,2023-06-04,2023-06-07,Cancelled,39780.78,3.0,59.0,39780.78,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,45209.29,5428.51012,39780.77988,59.0,3.0,0.0,0.0,0.0,39780.77988,59.0,0.12007510226327377,0.0,3.0,0.0,Complete,0,,,,,False,39780.77988
5000044,302185,524,2024-08-29,2024-09-10,Delivered,,,,,,Cannot Calculate,1,True,No Order Details,Matched,,Valid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No Order Details,1,256.86,2024-08-30,2024-09-04,6.0,False,0.0
5000045,301104,515,2025-10-25,2025-11-03,Delivered,45549.38,1.0,29.0,45549.38,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,0.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,29.0,,0.0,1.0,1.0,Partial,1,236.16,2025-10-27,2025-11-06,12.0,False,0.0
5000046,302815,531,2024-01-08,2024-01-17,Shipped,-9319.69,3.0,-2.0,-9319.69,0.0,Matched,0,False,Has Order Details,Matched,Negative Net Quantity,Valid,7867.95,705.4368,7162.513199999999,6.0,2.0,16482.20224,8.0,1.0,-9319.68904,-2.0,0.08965954282881818,1.3333333333333333,3.0,0.0,Complete,0,,,,,False,-9319.68904
5000047,301212,523,2025-07-16,2025-07-27,Pending,34082.59,1.0,26.0,34082.59,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,42817.32,8734.73328,34082.58672,26.0,1.0,0.0,0.0,0.0,34082.58672,26.0,0.20400000000000001,0.0,1.0,0.0,Complete,0,,,,,False,34082.58672
5000048,302727,530,2025-01-09,2025-01-11,Pending,96242.74,4.0,72.0,96242.74,1.4551915228366852e-11,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,115462.01000000001,19219.27492,96242.73508000001,72.0,4.0,0.0,0.0,0.0,96242.73508000001,72.0,0.16645539879307486,0.0,4.0,0.0,Complete,1,227.48,2025-01-09,2025-01-13,4.0,False,96242.73508000001
5000049,302578,513,2024-10-04,2024-10-13,Cancelled,72845.9,4.0,85.0,72845.90000000001,-1.4551915228366852e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,93097.82,20251.91272,72845.90728,85.0,4.0,0.0,0.0,0.0,72845.90728,85.0,0.2175336943442929,0.0,4.0,0.0,Complete,0,,,,,False,72845.90728
5000050,301078,509,2026-07-22,2026-07-30,Delivered,,,,,,Cannot Calculate,1,True,No Order Details,Matched,,Valid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No Order Details,1,337.35,2026-07-26,2026-08-11,20.0,False,0.0
5000051,300906,530,2026-03-21,2026-03-30,Cancelled,18881.2,4.0,67.0,18881.2,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,21353.82,2472.6157599999997,18881.20424,67.0,4.0,0.0,0.0,0.0,18881.20424,67.0,0.11579266660485102,0.0,4.0,0.0,Complete,0,,,,,False,18881.20424
5000052,302776,506,2022-11-07,2022-07-11,Shipped,,2.0,17.0,8864.01,,Missing Source Total,2,True,Has Order Details,Matched,Positive Net Quantity,Ship Date Before Order Date,9684.189999999999,820.18445,8864.00555,17.0,2.0,0.0,0.0,0.0,8864.00555,17.0,0.0846931390235012,0.0,2.0,0.0,Complete,2,1033.9499999999998,2022-11-07,2022-11-28,21.0,False,8864.00555
5000053,301415,524,2025-09-16,2025-09-26,Delivered,108825.74,3.0,81.0,108825.74,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,127950.07999999999,19124.34476,108825.73524000001,81.0,3.0,0.0,0.0,0.0,108825.73524000001,81.0,0.14946723565940717,0.0,3.0,0.0,Complete,1,775.96,2025-09-20,2025-10-12,26.0,False,108825.73524000001
5000054,301623,528,2026-02-10,2026-02-21,Delivered,93195.54,3.0,111.0,93195.54,-1.4551915228366852e-11,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,44395.52,8988.12174,35407.39826,111.0,3.0,0.0,0.0,0.0,35407.39826,111.0,0.20245560227698653,0.0,3.0,1.0,Partial,1,164.35,2026-02-12,2026-02-18,8.0,False,35407.39826
5000055,301652,515,2025-12-02,2025-09-12,Shipped,98493.47,3.0,67.0,98493.47000000002,-1.4551915228366852e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Ship Date Before Order Date,47601.09,7175.48301,40425.60699,67.0,3.0,0.0,0.0,0.0,40425.60699,67.0,0.15074198952166853,0.0,3.0,1.0,Partial,0,,,,,False,40425.60699
5000056,301011,536,2022-02-02,2022-02-13,Delivered,41612.72,2.0,29.0,41612.72,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,48518.64,6905.91792,41612.72208,29.0,2.0,0.0,0.0,0.0,41612.72208,29.0,0.14233535647330592,0.0,2.0,0.0,Complete,1,508.64,2022-02-02,2022-02-18,16.0,False,41612.72208
5000057,300947,522,2026-07-08,2026-07-10,Pending,108251.94,3.0,105.0,108251.94,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,132160.4,23908.459990000003,108251.94000999999,105.0,3.0,0.0,0.0,0.0,108251.94000999999,105.0,0.18090487006697925,0.0,3.0,0.0,Complete,0,,,,,False,108251.94000999999
5000058,300423,523,2025-08-09,2025-08-15,Returned,124283.15,3.0,77.0,124283.15,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,81615.0,1469.07,80145.93,77.0,3.0,0.0,0.0,0.0,80145.93,77.0,0.018,0.0,3.0,2.0,Partial,0,,,,,False,80145.93
5000059,300844,527,2025-12-06,2025-12-15,Returned,56579.24,4.0,140.0,56579.240000000005,-7.275957614183426e-12,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,62031.94,5790.39808,56241.54192,140.0,4.0,0.0,0.0,0.0,56241.54192,140.0,0.09334542946746466,0.0,4.0,1.0,Partial,1,428.76,,,,False,56241.54192
5000060,300030,536,2025-07-15,2025-07-20,Delivered,117029.48,4.0,85.0,117029.48,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,124085.85999999999,7056.3878,117029.4722,85.0,4.0,0.0,0.0,0.0,117029.4722,85.0,0.056866977429982764,0.0,4.0,0.0,Complete,1,61.88,2025-07-17,2025-07-18,3.0,False,117029.4722
5000061,301784,524,2025-07-04,2025-07-11,Delivered,53840.84,3.0,37.0,53840.84,-7.275957614183426e-12,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,61105.119999999995,5698.83512,55406.28488,46.0,2.0,1565.45055,9.0,1.0,53840.83433,37.0,0.09326280874663204,0.1956521739130435,3.0,0.0,Complete,0,,,,,False,53840.83433
5000062,300613,506,2026-01-25,,Cancelled,151147.02,6.0,103.0,151147.02000000002,-2.9103830456733704e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date,119628.11,18969.566300000002,100658.54370000001,108.0,5.0,7511.8149,5.0,1.0,93146.72880000001,103.0,0.15857114435729197,0.046296296296296294,6.0,1.0,Partial,0,,,,,False,93146.72880000001
5000063,301558,515,2025-02-05,2025-02-07,Pending,91170.58,3.0,83.0,91170.58,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,93788.9,2618.3145799999998,91170.58542,83.0,3.0,0.0,0.0,0.0,91170.58542,83.0,0.027917105115850594,0.0,3.0,0.0,Complete,1,370.52,2025-02-09,2025-02-18,13.0,False,91170.58542
5000064,300840,512,2026-06-12,2026-06-23,Pending,62868.98,2.0,67.0,62868.98,7.275957614183426e-12,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,5525.8,1425.6564,4100.1436,67.0,2.0,0.0,0.0,0.0,4100.1436,67.0,0.258,0.0,2.0,1.0,Partial,0,,,,,False,4100.1436
5000065,301098,514,2024-03-08,2024-03-09,Shipped,45533.45,2.0,33.0,45533.45,-7.275957614183426e-12,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,48503.009999999995,2969.5516500000003,45533.45835,33.0,2.0,0.0,0.0,0.0,45533.45835,33.0,0.06122406939280677,0.0,2.0,0.0,Complete,0,,,,,False,45533.45835
5000066,302377,503,2022-08-01,2022-08-05,Delivered,15417.12,2.0,29.0,15417.12,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,16637.28,1220.15472,15417.12528,29.0,2.0,0.0,0.0,0.0,15417.12528,29.0,0.07333859380860333,0.0,2.0,0.0,Complete,0,,,,,False,15417.12528
5000067,301812,510,2025-11-16,2025-11-20,Cancelled,81246.08,3.0,97.0,81246.07999999999,1.4551915228366852e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,100975.45999999999,19729.37752,81246.08248,97.0,3.0,0.0,0.0,0.0,81246.08248,97.0,0.19538784492786662,0.0,3.0,0.0,Complete,0,,,,,False,81246.08248
5000068,302722,533,2024-07-22,2024-07-27,Pending,72423.76,1.0,43.0,72423.76,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,73601.38,1177.62208,72423.75792,43.0,1.0,0.0,0.0,0.0,72423.75792,43.0,0.016,0.0,1.0,0.0,Complete,1,575.95,2024-07-25,2024-08-19,28.0,False,72423.75792
5000069,301765,540,2023-01-02,2023-01-11,Returned,95166.99,2.0,59.0,95166.99,1.4551915228366852e-11,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,101435.33,6268.34332,95166.98668,59.0,2.0,0.0,0.0,0.0,95166.98668,59.0,0.061796450211183816,0.0,2.0,0.0,Complete,1,0.0,2023-01-04,2023-01-05,3.0,False,95166.98668
5000070,302897,524,2026-06-01,2026-01-14,Pending,3327.39,1.0,22.0,3327.39,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Ship Date Before Order Date,3713.6,386.2144,3327.3856,22.0,1.0,0.0,0.0,0.0,3327.3856,22.0,0.10400000000000001,0.0,1.0,0.0,Complete,0,,,,,False,3327.3856
5000071,301012,527,2023-09-24,2023-10-03,Pending,78561.59,5.0,83.0,78561.59,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,73370.86,8249.66692,65121.193080000005,83.0,5.0,0.0,0.0,0.0,65121.193080000005,83.0,0.11243792044961719,0.0,5.0,1.0,Partial,1,431.93,2023-09-25,2023-10-13,19.0,False,65121.193080000005
5000072,300875,535,2025-12-24,2026-01-01,Delivered,99307.26,3.0,65.0,99307.26,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,120386.64,21079.37586,99307.26414,65.0,3.0,0.0,0.0,0.0,99307.26414,65.0,0.17509730199297863,0.0,3.0,0.0,Complete,1,47.24,2025-12-27,2025-12-28,4.0,False,99307.26414
5000073,300536,537,2024-06-27,,Shipped,38621.95,1.0,18.0,38621.95,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date,38972.7,350.7543,38621.9457,18.0,1.0,0.0,0.0,0.0,38621.9457,18.0,0.009000000000000001,0.0,1.0,0.0,Complete,0,,,,,False,38621.9457
5000074,301413,536,2024-01-08,2024-01-16,Pending,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No Order Details,0,,,,,False,0.0
5000075,301813,538,2024-07-14,2024-07-26,Pending,87123.7,5.0,102.0,87123.7,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,105208.41,18084.71355,87123.69645,102.0,5.0,0.0,0.0,0.0,87123.69645,102.0,0.17189418174839824,0.0,5.0,0.0,Complete,1,239.53,2024-07-15,2024-07-23,9.0,False,87123.69645
5000076,301121,517,2024-06-08,2024-06-17,Cancelled,87371.57,2.0,79.0,87371.57,0.0,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Valid,95904.26999999999,8532.70173,87371.56827,79.0,2.0,0.0,0.0,0.0,87371.56827,79.0,0.08897103048696374,0.0,2.0,0.0,Complete,2,432.74,2024-06-11,2024-06-20,12.0,False,87371.56827
5000077,302062,526,2023-12-08,2023-12-13,Returned,99115.78,3.0,64.0,99115.78,-1.4551915228366852e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,108707.21999999999,9591.438400000001,99115.7816,64.0,3.0,0.0,0.0,0.0,99115.7816,64.0,0.08823184329430926,0.0,3.0,0.0,Complete,0,,,,,False,99115.7816
