supplier_id,supplier_name,contact_email,phone,country,rating,established_year,product_count,has_products,net_sales,units_sold,units_returned,return_amount,low_stock_products,current_stock,return_rate,revenue_share
1014,Santiago LLC,josephanderson@evans.com,,India,1.6,2018.0,2,True,1249770.88277,860.0,0.0,0.0,0.0,40911.0,0.0,0.001986090802573467
1015,Ibarra-Suarez,justin78@turner.net,4846124118,United Kingdom,2.0,1975.0,4,True,1724444.41617,1033.0,3.0,4049.97557,0.0,34734.0,0.002904162633107454,0.0027404248584455997
1016,Jacobs-Robbins,gracefarrell@freeman.com,+1-264-300-5242x7868,United Kingdom,1.4,,2,True,1211325.97729,828.0,0.0,0.0,0.0,12723.0,0.0,0.0019249955456489335
1017,Landry Ltd,amydavenport@tran.com,4535315869,Mexico,3.0,1981.0,4,True,1142093.10713,1626.0,0.0,0.0,0.0,15724.0,0.0,0.0018149731659021936
1018,Cherry and Sons,vjohnson@patton-jenkins.com,521-260-7337x543,China,1.8,1985.0,5,True,3239268.07528,2252.0,19.0,35763.265620000006,0.0,28366.0,0.008436944937833037,0.0051477279716456974
1019,"Lee, Murphy and Lin",michael86@zavala.com,329-840-1965x569,Canada,3.0,1998.0,10,True,3926347.5336599997,4365.0,9.0,11597.34848,1.0,64607.0,0.002061855670103093,0.006239609861149447
1020,"Lee, Williams and Graham",michaeljones@mccall.com,001-448-646-5648x2366,China,3.3,2021.0,2,True,1547063.67388,866.0,6.0,7973.1564,0.0,13985.0,0.006928406466512702,0.002458537781643973
1021,Kelley-Smith,jason99@morris.net,221.248.9513x4332,United Kingdom,4.8,2008.0,8,True,3916318.97707,3014.0,0.0,0.0,1.0,28730.0,0.0,0.00622367284078749
1022,Riggs PLC,gibsonolivia@lee.com,(501)363-2870,France,4.0,2020.0,5,True,2561834.66327,1886.0,4.0,3776.37876,1.0,35888.0,0.0021208907741251328,0.004071175231060982
1023,Anderson-Marshall,stephanie79@mcclain.info,(677)943-4873,Vietnam,3.1,1989.0,2,True,219041.26866999996,964.0,0.0,0.0,0.0,8680.0,0.0,0.0003480924824599005
1024,Reeves and Sons,matthew81@hernandez.com,001-831-266-5876x036,United States,3.8,1979.0,5,True,1267750.61276,2084.0,15.0,25852.440199999997,0.0,56798.0,0.007197696737044146,0.0020146635408715033
1025,"James, Smith and Bell",acastaneda@adkins.com,234.867.0656x2729,Brazil,3.7,1983.0,1,True,0.0,318.0,8.0,0.0,0.0,20120.0,0.025157232704402517,0.0
1026,"Elliott, Johnson and Day",michellewhite@gray-lewis.com,264-564-1708x05310,Australia,2.9,1981.0,6,True,2159631.89634,2086.0,0.0,0.0,3.0,34537.0,0.0,0.003432009102947337
1027,Combs PLC,johnwells@elliott.info,001-645-829-9124x190,France,4.5,2016.0,7,True,2564126.45757,2589.0,1.0,499.62987,0.0,46118.0,0.0003862495171881035,0.00407481726788819
1028,David-Gonzalez,curtisbarton@burke.com,(786)951-8506x716,United Kingdom,1.4,2009.0,6,True,1830561.48837,2342.0,7.0,15118.19302,2.0,19166.0,0.0029888983774551663,0.0029090622815109526
1029,"Hernandez, Thompson and Boyd",christina87@graham-simon.com,431-947-3799x65075,France,4.5,2010.0,4,True,2125716.45419,1518.0,19.0,34832.268,0.0,26630.0,0.012516469038208168,0.0033781119057506538
1030,Kelly LLC,joshua94@smith.biz,783.977.7014x3634,Vietnam,4.9,1990.0,1,True,580812.4956,324.0,0.0,0.0,0.0,11987.0,0.0,0.0009230062657358243
1031,"Schmidt, Coleman and Reese",michael74@king-martinez.com,618-523-3749x89413,Japan,4.6,1975.0,5,True,2444922.71105,2343.0,2.0,4191.72576,2.0,20898.0,0.0008536064874093043,0.003885382974083122
1032,White-Smith,joshuamccann@carter.info,209-647-7752,China,2.1,2021.0,4,True,1759470.75914,1602.0,4.0,6854.74446,0.0,35066.0,0.0024968789013732834,0.0027960874591507106
1033,Wilson-Jones,ojones@brown.com,831-986-9993,Canada,1.8,1978.0,6,True,2692131.85217,2019.0,18.0,33295.908579999996,1.0,96619.0,0.008915304606240713,0.004278238823310708
1034,Evans-Chapman,ntorres@lynch.com,001-933-641-2328x12067,Canada,1.2,2008.0,6,True,2339708.93825,2332.0,0.0,0.0,0.0,47665.0,0.0,0.0037181810418385614
1035,Hall Ltd,jacqueline71@hall.org,+1-636-918-3242x10249,Canada,3.4,1990.0,9,True,4633501.24408,4236.0,8.0,3226.13778,2.0,48370.0,0.0018885741265344666,0.0073633930278351545
1036,Harrison LLC,gbender@snyder.biz,001-459-940-1399x0490,Australia,3.5,2012.0,6,True,3174591.93265,2647.0,28.0,36906.02625,0.0,92829.0,0.010578012844729883,0.005044946978909917
1037,"Pearson, Moon and White",fwalters@harrison.com,712-356-7468x07154,Brazil,3.9,2000.0,5,True,2274006.15202,2076.0,0.0,0.0,0.0,61825.0,0.0,0.003613768544128876
1038,Hancock-Bryan,sandovalamy@brown-stone.org,001-577-403-4824x77109,Vietnam,4.0,2004.0,4,True,1528557.83946,1464.0,0.0,0.0,1.0,25330.0,0.0,0.0024291289771645095
1039,Pierce-Tran,walkermaureen@murray.com,,Australia,1.9,1997.0,1,True,547317.1346400001,455.0,0.0,0.0,1.0,20060.0,0.0,0.0008697766464122502
1040,Barton-Dickerson,sarah84@campbell.org,001-872-978-7558,Germany,3.8,2016.0,10,True,5907884.41717,4306.0,7.0,9479.03418,1.0,120847.0,0.001625638643752903,0.009388596794319637
1041,Kane-Pollard,ashleyhall@williams-garner.biz,(227)402-8951x7187,Vietnam,3.7,1983.0,1,True,233014.50907,572.0,0.0,0.0,0.0,9569.0,0.0,0.0003702982520319025
1042,Pitts-Booker,harrisontanya@hanson-sanders.com,386-357-8091x34316,United Kingdom,3.9,2015.0,1,True,310081.21455000003,267.0,0.0,0.0,0.0,40532.0,0.0,0.0004927698802708481
1043,Jackson-Evans,williamslaura@howard-jordan.com,569.922.2196x93792,Canada,4.4,2002.0,6,True,1769003.5852100002,2354.0,0.0,0.0,0.0,72968.0,0.0,0.002811236682453302
1044,"King, Scott and Smith",,664-674-3671x3695,United States,2.0,2010.0,3,True,562462.55214,1091.0,5.0,276.9876,1.0,12747.0,0.00458295142071494,0.0008938451975463711
1045,Spence Ltd,,,Canada,4.5,,7,True,2574620.67531,2805.0,1.0,1419.77545,0.0,26105.0,0.00035650623885918,0.0040914943001514326
1046,"Anderson, Browning and Murphy",ithompson@walter.com,(547)845-1712,Brazil,1.5,1977.0,4,True,2052360.48181,1410.0,10.0,16047.2037,0.0,33234.0,0.0070921985815602835,0.003261537240692976
1047,"Diaz, Gibbs and Smith",gibsonemily@baker.com,337-909-8593,Germany,3.2,2014.0,6,True,1368402.60528,2609.0,4.0,55.96528,0.0,36972.0,0.0015331544653123803,0.002174616056457078
1048,"Turner, Ortiz and Taylor",torrestravis@young.com,(275)786-9261x7964,Germany,,2022.0,5,True,1478456.31456,2054.0,0.0,0.0,1.0,56698.0,0.0,0.0023495094411594385
1049,Ramos and Sons,cory58@howard.com,513.590.0532x931,France,4.2,2019.0,2,True,469162.87732,637.0,0.0,0.0,2.0,7755.0,0.0,0.0007455767200215998
1050,Murphy and Sons,ramireztracey@fernandez.com,+1-302-305-3950x24026,United States,2.8,1989.0,9,True,2581362.47054,3456.0,39.0,31614.81865,1.0,95311.0,0.011284722222222222,0.004102208117926944
1051,West-Cox,hayesjeffrey@williams.net,470-307-6617x7115,Vietnam,4.5,1992.0,8,True,3669856.37879,3282.0,29.0,34389.09035,1.0,71008.0,0.008836075563680683,0.005832003370510392
1052,Hill Ltd,oscar98@chavez-jacobs.com,001-318-736-7365x766,Canada,3.1,1982.0,6,True,2865986.4912099997,2387.0,7.0,4392.95976,2.0,38960.0,0.002932551319648094,0.004554522344028336
1053,Edwards-Scott,gloriawells@decker.biz,352-880-9885,China,2.1,2002.0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1054,Russo-Pugh,uparrish@schmitt.com,(319)683-2731x585,Brazil,1.5,1987.0,2,True,610210.3388400001,776.0,10.0,0.0,1.0,18327.0,0.01288659793814433,0.0009697242577129232
1055,"Perez, Patterson and Hoffman",lynchdiane@adams.com,850-922-9612x01836,Mexico,4.2,2022.0,7,True,2757282.6244,3014.0,20.0,18348.25608,0.0,110581.0,0.006635700066357001,0.004381774080284986
1056,Moore-Collins,kimberly99@ware.com,,Germany,2.3,1982.0,6,True,3928198.22452,2701.0,7.0,13813.5753,0.0,35636.0,0.00259163272861903,0.006242550912302205
1057,Rodriguez-Gregory,trose@walker.com,2349324451,China,2.3,2010.0,6,True,2279672.43776,2216.0,0.0,0.0,2.0,66270.0,0.0,0.0036227732010208854
1058,"Jordan, Anderson and Patel",vincentwhitaker@jones-hensley.com,(707)415-9696x64160,France,4.0,2011.0,8,True,2614135.6479,2865.0,31.0,39758.47452,1.0,92150.0,0.010820244328097731,0.004154290069125501
1059,"Stevens, Norris and Cox",prichard@chapman-warren.biz,453-552-1818x8355,Canada,1.8,2013.0,9,True,5349813.51202,4691.0,53.0,62758.35861,3.0,131868.0,0.011298230654444682,0.008501730643745185
1060,Thomas and Sons,carriewolf@jones.info,001-699-279-9552x71774,Japan,3.0,2022.0,3,True,913736.51591,1541.0,0.0,0.0,0.0,18628.0,0.0,0.001452077108887448
1061,Romero-Collins,xjohnson@jones-lin.com,+1-998-467-9807x935,United Kingdom,1.4,1990.0,14,True,5802166.13552,6275.0,38.0,25422.5674,3.0,121757.0,0.006055776892430279,0.009220593114810344
1062,Hayes LLC,wagnergerald@zimmerman.net,392.855.4665x90515,Germany,3.4,2004.0,9,True,4291020.64494,3724.0,6.0,10451.74896,1.0,100097.0,0.001611170784103115,0.006819135214351606
1063,King-York,mathewaguilar@rangel.biz,(391)848-6528,Vietnam,2.5,1984.0,6,True,2281051.71641,2311.0,5.0,4883.868,0.0,47123.0,0.0021635655560363477,0.003624965100895268
1064,"Cox, Cox and White",matthewmiranda@perez.com,441-888-8059,United States,4.1,2019.0,9,True,2591486.9639,3700.0,59.0,39273.47376,0.0,71487.0,0.015945945945945946,0.004118297597542954
1065,Martin Ltd,jenniferwilliams@rhodes-young.info,+1-947-638-3473x597,United States,4.2,2010.0,2,True,634800.16239,691.0,0.0,0.0,0.0,1857.0,0.0,0.0010088015182435216
1066,Shaw-Barnes,lisasolis@salas.info,(881)381-4124x782,Japan,3.0,2010.0,6,True,3127384.45871,2905.0,0.0,0.0,1.0,63662.0,0.0,0.004969926564290276
1067,Velasquez LLC,perryrandy@young-vang.com,905.415.2204,India,4.4,2008.0,1,True,474581.84886,298.0,0.0,0.0,0.0,10415.0,0.0,0.0007541883541085991
1068,"Harrison, Gilbert and Bullock",scottmary@bentley.com,,Germany,2.3,1980.0,7,True,4373227.03825,3179.0,15.0,29661.3642,0.0,42961.0,0.004718464926077383,0.006949774649080521
1069,"Herrera, Chen and Andrews",kellysmith@allen-butler.com,651.288.8880x67065,Germany,2.6,2001.0,3,True,1220014.56262,1195.0,12.0,14479.33316,0.0,24381.0,0.0100418410041841,0.001938803132022718
1070,Kramer-Cooper,ingramjill@anderson-bell.com,+1-227-772-2170x4303,France,,2023.0,3,True,1681676.0449499998,972.0,0.0,0.0,0.0,7755.0,0.0,0.0026724589057320713
1071,Robertson-Hays,,615-366-7652x775,Japan,4.0,2001.0,6,True,2305284.05681,2515.0,16.0,16566.22692,0.0,53666.0,0.006361829025844931,0.0036634742620997593
1072,"Coleman, Jordan and Carney",amymorris@murphy.com,296.327.5705x964,Mexico,1.9,2002.0,4,True,1833270.45121,1481.0,6.0,5265.7941,0.0,34219.0,0.004051316677920324,0.0029133672675329607
1073,"Walsh, Cox and Owen",stephaniethomas@gregory.com,001-455-769-0927x55719,France,2.6,2004.0,6,True,3677219.24759,2615.0,0.0,0.0,1.0,98381.0,0.0,0.005843704175998694
1074,Edwards-Ramirez,johnsonjacob@hughes.com,001-973-394-7312x172,Australia,3.4,1980.0,2,True,492900.51184,1136.0,0.0,0.0,0.0,19165.0,0.0,0.0007832997124876506
1075,"Ponce, Downs and Contreras",piercekelly@york-joseph.com,(783)913-2370x589,India,1.8,2023.0,5,True,1862387.12853,2241.0,25.0,3892.57783,2.0,21259.0,0.011155734047300312,0.002959638440772795
1076,"Anderson, Henson and Jones",ukey@fox-hammond.org,425-417-7852,China,2.0,1976.0,4,True,1644668.85836,1548.0,9.0,17114.11164,0.0,7827.0,0.005813953488372093,0.0026136484198031515
1077,Shaw-Oneill,holmeskevin@morris.com,(384)414-3842x498,United States,4.1,,5,True,2339744.73715,2338.0,15.0,30058.19838,1.0,40124.0,0.00641573994867408,0.003718237932159029
1078,"David, Moore and Hopkins",megan90@miller.org,,Germany,2.9,1988.0,5,True,2885702.20656,2083.0,0.0,0.0,1.0,75120.0,0.0,0.004585853847636424
1079,Jones-Brown,dperry@peterson.com,001-355-662-5881x537,China,3.4,1982.0,5,True,1805229.30515,2273.0,3.0,251.5284,0.0,23698.0,0.0013198416190057193,0.002868805289772726
1080,Wright-Davis,sonia96@estes.com,001-953-227-8774,India,3.3,1999.0,3,True,378463.27953000006,1202.0,9.0,8233.866,1.0,42124.0,0.0074875207986688855,0.000601440191117539
1081,Landry PLC,nlevy@gomez.info,580-716-2456x5060,Mexico,4.3,2019.0,5,True,688482.3035800001,1857.0,20.0,13311.11664,1.0,28781.0,0.010770059235325794,0.0010941112404892516
1082,"Roberts, Hughes and Cole",marcia99@anderson.biz,(258)452-3986x800,Vietnam,4.9,1997.0,3,True,1505709.5531,1229.0,0.0,0.0,1.0,7046.0,0.0,0.002392819304711921
1083,"Cook, Wells and Bryant",markaustin@long.com,001-258-788-7947,Vietnam,2.4,2006.0,7,True,2300547.19967,2885.0,10.0,5239.7994,1.0,55743.0,0.0034662045060658577,0.0036559466196105965
1084,Nunez-Whitney,laura09@baker-rios.org,001-430-597-2896,Brazil,3.8,2021.0,4,True,804309.15861,1341.0,0.0,0.0,0.0,33943.0,0.0,0.0012781791001566375
1085,Armstrong Ltd,leescott@hernandez-vaughn.biz,997.702.8385x78652,Vietnam,3.2,2002.0,3,True,605207.79745,1279.0,4.0,2422.28505,0.0,23514.0,0.003127443315089914,0.0009617743993979726
1086,"Gomez, Ingram and Le",chelsea33@grant-walker.com,001-843-775-7584x41986,Australia,4.3,2003.0,5,True,1251784.42628,2014.0,0.0,0.0,2.0,62348.0,0.0,0.0019892906532828457
1087,Roberts LLC,reedscott@burgess-lewis.net,584-221-9933x083,Japan,2.3,1995.0,5,True,2169384.2950999998,1700.0,14.0,24534.681239999998,0.0,87346.0,0.00823529411764706,0.003447507263247995
1088,Gutierrez Ltd,xgarcia@smith.com,(877)434-5401x93802,Germany,3.8,1975.0,4,True,1765830.2530599998,1534.0,24.0,24290.9508,0.0,20775.0,0.01564537157757497,0.0028061937374755336
1089,Osborn Group,vlopez@mcdowell-smith.org,+1-515-347-8872x874,Germany,4.0,2016.0,4,True,1394287.84176,1461.0,3.0,2489.96484,1.0,25660.0,0.002053388090349076,0.0022157519404852133
1090,Martin-Stevens,jennifer05@bradley-todd.com,,Japan,1.9,1994.0,4,True,1578472.61405,1703.0,24.0,31584.6825,0.0,40543.0,0.014092777451556078,0.0025084517363137726
1091,Reyes-Griffin,stephanie49@berry.com,6177426841,Brazil,2.7,1996.0,10,True,4460924.20729,4295.0,16.0,22309.766,2.0,85921.0,0.0037252619324796275,0.007089139826524912
1092,"Walker, Bernard and Mendoza",madkins@perry-dunn.info,001-583-439-1878x51910,Japan,1.5,1982.0,4,True,1084206.18374,1785.0,16.0,13991.97444,0.0,25802.0,0.008963585434173669,0.0017229813554678391
1093,Murphy PLC,nwilson@aguilar.com,628.267.9087x406,Mexico,2.9,2023.0,5,True,1681839.72619,2838.0,0.0,0.0,0.0,35955.0,0.0,0.002672719022054031
1094,"Robinson, Jones and Henderson",weaverbrian@andersen.com,762-326-5676x6182,China,2.2,,1,True,456399.62279999995,336.0,5.0,7623.5115,0.0,1661.0,0.01488095238095238,0.0007252938163609762
1095,Haney Group,jessicawalker@avila.info,,Canada,1.2,1983.0,2,True,859580.9594299999,950.0,0.0,0.0,0.0,19741.0,0.0,0.0013660150521408673
1096,Harris Inc,griffinemily@sanchez.biz,,Japan,2.1,1996.0,6,True,1629018.529,2174.0,17.0,19439.68939,0.0,55188.0,0.0078196872125115,0.0025887774809553454
1097,Walter-Odom,roberthill@fry.biz,-9691,United States,2.6,2015.0,6,True,3276869.92364,2880.0,10.0,5509.1088,0.0,59878.0,0.003472222222222222,0.005207483472607631
1098,White-Medina,melissaturner@thomas.biz,(588)226-3435x17518,India,5.0,2023.0,6,True,2438282.60138,2267.0,15.0,26899.07976,0.0,36319.0,0.0066166740185266875,0.003874830751331351
1099,Bennett-Jacobs,russojacob@ramsey.com,603-831-7393x6385,Australia,3.1,2003.0,3,True,1380201.68177,1204.0,0.0,0.0,1.0,41593.0,0.0,0.0021933667231742527
1100,Ferguson-Howard,michael77@lang.info,001-853-655-6093x20489,Australia,3.5,2022.0,5,True,2437038.76188,1815.0,10.0,6817.14016,0.0,39436.0,0.005509641873278237,0.003872854086468307
1101,Gonzalez and Sons,phudson@pierce-harding.com,277-272-5228x728,Germany,1.7,1975.0,6,True,2088676.93324,2475.0,14.0,7297.2009,0.0,18632.0,0.0056565656565656566,0.0033192500352232537
1102,Landry Ltd,duranrobert@hall.net,250.299.7700x886,Mexico,1.9,2019.0,5,True,2213784.70275,1995.0,19.0,10909.635760000001,2.0,26158.0,0.009523809523809525,0.00351806678938188
1103,"Bowen, Nichols and Mitchell",ldrake@hull.com,739.884.5461,United Kingdom,3.5,1987.0,5,True,1465836.74833,2483.0,1.0,1224.0774,0.0,61545.0,0.0004027386226339106,0.0023294548817458616
1104,Cunningham-Branch,kevinclayton@valdez.com,366-968-7002,Canada,2.1,1978.0,5,True,2621964.8982100002,2353.0,10.0,3743.9521,0.0,99857.0,0.004249893752656183,0.004166732031285215
1105,Newman-Rivera,jacobsonsamantha@lewis.org,440.814.8902x5039,China,4.7,2004.0,5,True,2777983.23102,2650.0,2.0,2295.54366,0.0,29538.0,0.0007547169811320754,0.004414670737570319
1106,Evans PLC,ashleyatkinson@mosley.com,001-818-750-1631x599,Mexico,3.2,,3,True,2136969.8952,1664.0,0.0,0.0,0.0,27322.0,0.0,0.0033959954682463065
1107,Walters Group,jperez@reynolds-frazier.biz,494-831-1426,France,1.1,2018.0,2,True,508627.85974,582.0,0.0,0.0,0.0,3828.0,0.0,0.0008082930464208525
1108,Ward-Davis,sean41@miller.info,,Australia,4.1,,5,True,3038529.99042,2001.0,3.0,3568.15212,1.0,37565.0,0.0014992503748125937,0.004828722248626282
1109,Smith-Gutierrez,hardyanita@armstrong.biz,(824)644-7212,India,1.7,2015.0,6,True,2170374.04761,2380.0,10.0,14034.7142,0.0,40908.0,0.004201680672268907,0.003449080142232484
1110,Evans-Patton,johnathan37@jensen.com,(559)965-7569x2459,United Kingdom,1.4,2001.0,3,True,1010304.22309,1038.0,23.0,14926.51764,1.0,17527.0,0.022157996146435453,0.0016055390255474973
1111,Thompson-Sanders,kelly79@nguyen.biz,(619)339-8280x737,China,,1980.0,6,True,3706328.3669,3395.0,7.0,9313.86106,1.0,39893.0,0.002061855670103093,0.005889963338321685
1112,Chambers-Taylor,john26@jones-ewing.info,001-368-386-8058,Brazil,4.5,1975.0,3,True,690358.51987,1504.0,6.0,1141.12968,0.0,26934.0,0.003989361702127659,0.0010970928557345581
1113,Sandoval LLC,deborahwilliams@byrd.biz,,Canada,3.1,2006.0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1114,Myers-Barton,michaeljohnson@phillips.com,001-925-745-7387x5717,United States,2.8,,4,True,1625867.8143,1739.0,0.0,0.0,1.0,19116.0,0.0,0.0025837704788132135
1115,Evans Ltd,johnsonmatthew@byrd.com,228.525.8673x62266,Vietnam,1.6,2010.0,6,True,3817163.1621000003,2787.0,8.0,14496.6738,0.0,62064.0,0.0028704700394689632,0.006066097996591161
1116,Vargas-Price,jamiegoodwin@ray.com,(853)371-4785x969,Germany,1.5,2006.0,7,True,2975130.1455099997,2338.0,11.0,5877.83799,2.0,53516.0,0.004704875962360992,0.004727969502185869
1117,Bell-Ellis,lisamccarthy@sellers-lawrence.com,813-841-2528x66929,China,4.3,1990.0,2,True,719672.1062800001,879.0,9.0,16672.23,0.0,31186.0,0.010238907849829351,0.0011436769497969082
1118,Tucker PLC,angelaburns@lopez.org,9508723688,India,4.5,1992.0,3,True,1194130.31555,1287.0,16.0,26848.505599999997,0.0,5654.0,0.012432012432012432,0.0018976688203292623
1119,"Vasquez, Mckinney and Wallace",christopherjohnson@carter.com,-8901,France,,2021.0,9,True,4989135.31773,4206.0,54.0,88198.03997,2.0,35543.0,0.012838801711840228,0.007928553868510612
1120,"Morrow, Richardson and Carson",wolfscott@fritz.com,807-445-1713x3959,Australia,4.5,2005.0,4,True,1743161.60388,1550.0,2.0,33.04476,1.0,16711.0,0.0012903225806451613,0.0027701695379491573
1121,"Taylor, Clark and Clark",hudsonamanda@ryan.com,001-448-512-6042,Canada,4.7,2019.0,4,True,1469998.35424,1691.0,19.0,5552.60268,0.0,37597.0,0.011235955056179775,0.0023360683557319627
1122,Dawson and Sons,kburns@adams.com,(884)557-7590x1751,France,1.2,2020.0,6,True,1225111.70402,2438.0,0.0,0.0,2.0,24681.0,0.0,0.001946903325260953
1123,Summers-Simpson,maria58@anderson.com,8175012770,France,4.3,2006.0,6,True,3106456.93127,1939.0,0.0,0.0,0.0,86600.0,0.0,0.004936669292623757
1124,"Blankenship, Khan and Turner",clarence54@watson.com,9643361103,India,4.5,2008.0,7,True,2674355.74901,2597.0,25.0,24803.98192,3.0,48269.0,0.009626492106276472,0.004249989681425258
1125,Wheeler PLC,ssmith@montoya-mcneil.biz,001-427-813-6111x554,United States,1.6,1991.0,5,True,1613722.05477,2100.0,16.0,16091.236,1.0,14455.0,0.007619047619047619,0.0025644688759151398
1126,May Ltd,caseyelliott@santos.com,,Mexico,2.3,2009.0,4,True,1544767.72844,1564.0,9.0,9474.30432,2.0,31816.0,0.005754475703324808,0.0024548891479748256
1127,"Miller, Tran and Greene",kimberly04@holmes.com,001-264-703-7613x7918,Brazil,3.0,2014.0,3,True,431828.27373,1157.0,0.0,0.0,0.0,37234.0,0.0,0.0006862459148075441
1128,Anderson-Valencia,rdiaz@farmer.com,001-610-843-0068,Vietnam,1.9,1981.0,6,True,2788750.53395,2233.0,34.0,55802.38188,0.0,79338.0,0.01522615315718764,0.0044317817469662155
1129,Miles-Miller,joshuacollins@mccall.com,(291)646-3031x6179,Mexico,3.8,1977.0,2,True,1358088.67183,1024.0,9.0,21341.66067,1.0,15443.0,0.0087890625,0.002158225525483914
1130,"Harmon, Yang and Wilson",jacquelinemartin@mills-logan.com,(352)641-0564,United States,2.6,1986.0,2,True,755278.7588,697.0,10.0,14547.2514,0.0,19132.0,0.014347202295552367,0.0012002617575047508
1131,"Proctor, Burton and Crawford",brian92@moore-ayala.org,+1-213-880-0030x75622,United Kingdom,3.0,1989.0,4,True,1108239.40436,1627.0,0.0,0.0,0.0,30726.0,0.0,0.0017611740827010159
1132,Morris Group,joseph19@wilson-nunez.com,(738)306-1744,China,4.6,1993.0,6,True,3718273.6103499997,2913.0,21.0,35157.4944,2.0,56066.0,0.007209062821833162,0.005908946288298854
1133,"Bryant, Wood and Carter",jodi37@vargas-snyder.com,001-883-620-6038x5050,India,2.2,2019.0,5,True,2565887.98469,1851.0,2.0,1035.3024,0.0,70533.0,0.0010804970286331713,0.0040776166232418375
1134,Harris and Sons,dvasquez@dawson.com,486.857.1918,China,2.9,2011.0,8,True,3501993.18758,2973.0,12.0,23915.05236,0.0,113080.0,0.004036326942482341,0.00556524124254828
1135,Vargas Inc,ibates@carter.biz,001-355-474-3132x912,China,4.9,,9,True,3822740.15651,3798.0,2.0,3153.84576,0.0,81691.0,0.000526592943654555,0.006074960754922635
1136,Owens-Russell,tami37@ford-phelps.com,(749)803-5213,Vietnam,4.6,1993.0,3,True,683701.4992,974.0,9.0,1565.45055,0.0,70391.0,0.009240246406570842,0.0010865137586316361
1137,"Williams, Evans and Wilkins",anthonysullivan@hawkins-pierce.com,612.310.0323x651,Germany,3.5,2021.0,3,True,1249385.99644,1081.0,0.0,0.0,0.0,18991.0,0.0,0.001985479155102248
1138,Osborn and Sons,flamb@martinez-dunlap.com,(796)567-0662,Vietnam,4.6,1994.0,3,True,904673.2326999999,1534.0,1.0,563.60305,1.0,12123.0,0.000651890482398957,0.0014376740661596456
1139,Hill Group,austinharvey@holland.biz,-7046,United States,2.3,1987.0,4,True,1408041.62864,2387.0,0.0,0.0,1.0,71452.0,0.0,0.0022376089624398135
1140,Casey-Howard,kcooper@morris.org,404.307.8593,Canada,3.0,1985.0,5,True,1335364.07315,1544.0,18.0,13519.60915,1.0,16035.0,0.011658031088082901,0.0021221124130304638
