product_id,product_name,category,supplier_id,unit_price,weight_kg,is_active,supplier_name,country,rating,supplier_status,inventory_record_count,has_inventory,units_sold,gross_sales,discount_amount,sales_net,units_returned,return_amount,return_count,current_stock,reorder_level_total,low_stock_records,net_sales,net_units,discount_rate,return_rate,reorder_gap_units,stock_to_reorder_ratio,below_reorder_flag,revenue_share
20024,Profit-focused empowering moratorium,Automotive Parts,1168,76.0,36.07,N,"James, Howard and Johnson",Australia,1.1,Valid,0,False,424.0,31084.0,3223.996,27860.004,0.0,0.0,0.0,0.0,0.0,0.0,27860.004,424.0,0.10371882640586798,0.0,0.0,,False,4.416040537588761e-05
20025,Mandatory needs-based moratorium,Industrial Equipment,1222,465.97,6.9,Y,"Baker, Williams and Jones",Mexico,3.9,Valid,0,False,313.0,145848.61,15087.64263,130760.96737,3.0,1035.85131,1.0,0.0,0.0,0.0,129725.11606,310.0,0.10344728434504794,0.009584664536741214,0.0,,False,0.00020562501400371903
20026,Ameliorated well-modulated alliance,Toys,1043,671.39,50.73,Y,Jackson-Evans,Canada,4.4,Valid,1,True,362.0,228272.6,32219.33471,196053.26529,0.0,0.0,0.0,13899.0,60.0,0.0,196053.26529,362.0,0.1411441176470588,0.0,13839.0,231.65,False,0.00031076060399965616
20027,Optional bottom-line info-mediaries,Automotive Parts,1047,14.98,60.92,N,"Diaz, Gibbs and Smith",Germany,3.2,Valid,0,False,365.0,5467.7,372.94208000000003,5094.75792,4.0,55.96528,1.0,0.0,0.0,0.0,5038.79264,361.0,0.0682082191780822,0.010958904109589041,0.0,,False,7.986902140697428e-06
20028,Organized foreground implementation,Office Supplies,1230,1393.35,2.15,Y,"Mcintosh, Melton and Wilkins",Brazil,3.2,Valid,1,True,384.0,508572.75,56880.72705,451692.02295,0.0,0.0,0.0,7549.0,30.0,0.0,451692.02295,384.0,0.11184383561643836,0.0,7519.0,251.63333333333333,False,0.0007159691304612423
20029,Organic logistical alliance,Electronics,1167,2159.57,31.05,Y,Wilson Group,United Kingdom,3.3,Valid,1,True,445.0,878944.99,54790.450469999996,824154.5395300001,3.0,6381.52935,1.0,2377.0,52.0,0.0,817773.0101800001,442.0,0.06233660933660933,0.006741573033707865,2325.0,45.71153846153846,False,0.001296237704596477
20030,Automated context-sensitive open architecture,Toys,1293,1303.72,21.55,N,"Barr, Kelly and Roberts",Brazil,4.5,Valid,2,True,487.0,556688.44,61599.46628,495088.97372,0.0,0.0,0.0,1323.0,651.0,1.0,495088.97372,487.0,0.11065339578454333,0.0,672.0,2.032258064516129,True,0.0007847568785922418
20031,Switchable zero-defect framework,Automotive Parts,1223,691.35,6.2,N,Jackson and Sons,China,1.2,Valid,3,True,263.0,181825.05000000002,22235.89005,159589.15995,0.0,0.0,0.0,14356.0,571.0,0.0,159589.15995,263.0,0.12229277566539924,0.0,13785.0,25.14185639229422,False,0.0002529619879806682
20032,Triple-buffered composite matrix,Groceries,1101,1145.74,75.91,N,Gonzalez and Sons,Germany,1.7,Valid,0,False,456.0,474336.36,30963.6235,443372.7365,0.0,0.0,0.0,0.0,0.0,0.0,443372.7365,456.0,0.06527777777777778,0.0,0.0,,False,0.0007027823749220065
20033,Optional client-driven function,Industrial Equipment,1226,838.17,25.69,N,Cross PLC,Brazil,3.3,Valid,1,True,540.0,448420.95,47774.013660000004,400646.93634,0.0,0.0,0.0,911.0,77.0,0.0,400646.93634,540.0,0.10653831775700935,0.0,834.0,11.831168831168831,False,0.0006350584558918886
20034,Universal human-resource matrix,Pharmaceuticals,1091,2411.51,55.61,Y,Reyes-Griffin,Brazil,2.7,Valid,2,True,507.0,995953.63,78513.94258,917439.68738,8.0,19118.45128,1.0,7863.0,827.0,0.0,898321.2361,499.0,0.07883292978208233,0.015779092702169626,7036.0,9.507859733978234,False,0.0014239132896012665
20035,Virtual bifurcated open system,Toys,1167,941.39,74.57,Y,Wilson Group,United Kingdom,3.3,Valid,3,True,321.0,302186.19,19148.813990000002,283037.37601,7.0,5229.42145,2.0,5190.0,1015.0,1.0,277807.95456,314.0,0.06336760124610592,0.021806853582554516,4175.0,5.113300492610837,True,0.0004403485329727794
20036,Synergistic mobile protocol,Sporting Goods,1282,69.24,16.81,Y,"Fletcher, Harris and Zavala",Japan,4.3,Valid,1,True,271.0,18764.04,2085.855,16678.185,0.0,0.0,0.0,9522.0,396.0,0.0,16678.185,271.0,0.11116236162361623,0.0,9126.0,24.045454545454547,False,2.6436299525802228e-05
20037,Reactive systemic moratorium,Groceries,1210,1683.1,19.4,N,"Brown, Wise and Warren",United Kingdom,3.5,Valid,2,True,459.0,693437.2,78752.249,614684.951,0.0,0.0,0.0,3680.0,359.0,0.0,614684.951,459.0,0.11356796116504854,0.0,3321.0,10.250696378830083,False,0.0009743263717628186
20038,Re-engineered methodical leverage,Industrial Equipment,1038,1123.77,32.09,N,Hancock-Bryan,Vietnam,4.0,Valid,4,True,402.0,395567.04,70680.63792,324886.40208,0.0,0.0,0.0,4329.0,1571.0,2.0,324886.40208,402.0,0.17868181818181816,0.0,2758.0,2.755569700827498,True,0.000514971757253388
20039,Realigned cohesive middleware,Pharmaceuticals,1279,93.84,64.99,Y,"Walker, Pennington and Shah",United States,2.9,Valid,3,True,511.0,35471.520000000004,3892.4832,31579.0368,9.0,617.37336,1.0,3424.0,1133.0,1.0,30961.66344,502.0,0.10973544973544973,0.01761252446183953,2291.0,3.0220653133274493,True,4.907679154038165e-05
20040,Centralized hybrid firmware,Pharmaceuticals,1128,1644.69,49.03,N,Anderson-Valencia,Vietnam,1.9,Valid,6,True,201.0,330582.69,26086.42809,304496.26191,3.0,3912.71751,1.0,20997.0,1824.0,0.0,300583.5444,198.0,0.07891044776119403,0.014925373134328358,19173.0,11.511513157894736,False,0.0004764497223340353
20041,Proactive optimizing implementation,Toys,1170,2414.36,7.93,Y,Stevens PLC,France,4.9,Valid,3,True,422.0,837782.92,67353.40092,770429.51906,0.0,0.0,0.0,6503.0,754.0,0.0,770429.51906,422.0,0.08039481268011527,0.0,5749.0,8.624668435013263,False,0.0012211943643382008
20042,Seamless systematic help-desk,Sporting Goods,1229,936.55,47.11,Y,Powers Group,India,2.8,Valid,1,True,262.0,223835.45,35844.57815,187990.87185,4.0,3341.6104,1.0,3704.0,231.0,0.0,184649.26145,258.0,0.16013807531380753,0.015267175572519083,3473.0,16.034632034632036,False,0.0002926843168432516
20043,Visionary executive Graphic Interface,Toys,1248,263.16,6.91,N,Strickland Inc,Brazil,3.4,Valid,1,True,292.0,76842.72,1778.4352800000001,75064.28472,0.0,0.0,0.0,3415.0,264.0,0.0,75064.28472,292.0,0.023143835616438357,0.0,3151.0,12.93560606060606,False,0.00011898308566237988
20044,Centralized 4thgeneration parallelism,Furniture,1160,858.98,27.9,N,Taylor and Sons,Japan,4.2,Valid,2,True,484.0,381387.12,49110.463540000004,332276.65645999997,1.0,684.60706,1.0,3829.0,768.0,0.0,331592.04939999996,483.0,0.12876801801801804,0.002066115702479339,3061.0,4.985677083333333,False,0.0005256007616124301
20045,Balanced clear-thinking hierarchy,Electronics,1164,169.8,9.25,Y,Stanley-Bates,Brazil,3.3,Valid,1,True,322.0,49411.8,7346.5668,42065.2332,5.0,747.969,1.0,10303.0,166.0,0.0,41317.264200000005,317.0,0.148680412371134,0.015527950310559006,10137.0,62.066265060240966,False,6.54912732996969e-05
20046,Monitored user-facing paradigm,Office Supplies,1125,1290.95,44.81,N,Wheeler PLC,United States,1.6,Valid,2,True,359.0,400194.5,21074.75875,379119.74125,0.0,0.0,0.0,1077.0,535.0,1.0,379119.74125,359.0,0.05266129032258065,0.0,542.0,2.013084112149533,True,0.0006009360752281881
20047,Assimilated well-modulated product,Toys,1095,467.59,59.0,N,Haney Group,Canada,1.2,Valid,0,False,355.0,140277.0,9272.77729,131004.22271,0.0,0.0,0.0,0.0,0.0,0.0,131004.22271,355.0,0.06610333333333333,0.0,0.0,,False,0.00020765250359715176
20048,Mandatory homogeneous attitude,Furniture,1200,13.12,60.2,Y,"Mccarty, Gibson and Powell",Japan,4.1,Valid,1,True,469.0,5392.32,424.31392,4968.00608,0.0,0.0,0.0,182.0,173.0,0.0,4968.00608,469.0,0.07868856447688564,0.0,9.0,1.0520231213872833,False,7.874699601718446e-06
20049,Optimized grid-enabled help-desk,Pharmaceuticals,1275,469.03,9.16,N,Lee and Sons,United Kingdom,,Valid,3,True,461.0,183390.73,22429.0146,160961.7154,9.0,4166.39349,1.0,5172.0,743.0,1.0,156795.32191,452.0,0.12230179028132991,0.019522776572668113,4429.0,6.960969044414536,True,0.0002485335241369094
20050,Open-source grid-enabled approach,Industrial Equipment,1199,1529.05,28.19,N,"Jackson, Johnson and Allen",Australia,2.8,Valid,2,True,414.0,629968.6,83794.9981,546173.6019,0.0,0.0,0.0,5555.0,667.0,0.0,546173.6019,414.0,0.13301456310679613,0.0,4888.0,8.328335832083958,False,0.0008657302298130561
20051,Switchable dynamic encryption,Industrial Equipment,1153,2296.87,10.76,Y,Adams-Butler,Australia,2.3,Valid,2,True,463.0,840654.42,61484.913029999996,779169.50697,0.0,0.0,0.0,12630.0,190.0,0.0,779169.50697,463.0,0.07313934426229507,0.0,12440.0,66.47368421052632,False,0.0012350479664082492
20052,Front-line secondary function,Office Supplies,1192,1734.2,47.73,N,Jackson and Sons,Vietnam,4.4,Valid,2,True,345.0,587893.8,52962.468,534931.332,0.0,0.0,0.0,11139.0,669.0,0.0,534931.332,345.0,0.09008849557522124,0.0,10470.0,16.650224215246638,False,0.000847910304298001
20053,Reverse-engineered attitude-oriented solution,Groceries,1276,1734.2,39.2,N,Griffith PLC,Australia,3.4,Valid,3,True,304.0,433550.0,31914.4826,401635.5174,0.0,0.0,0.0,2083.0,739.0,0.0,401635.5174,304.0,0.073612,0.0,1344.0,2.818673883626522,False,0.0006366254384507038
20054,Cloned fault-tolerant budgetary management,Electronics,1028,2164.07,15.65,N,David-Gonzalez,United Kingdom,1.4,Valid,2,True,340.0,735783.8,54547.54842,681236.25158,7.0,15118.19302,1.0,2587.0,766.0,0.0,666118.05856,333.0,0.07413529411764705,0.020588235294117647,1821.0,3.377284595300261,False,0.0010558520915578062
20055,Mandatory composite adapter,Toys,1210,1712.37,35.54,Y,"Brown, Wise and Warren",United Kingdom,3.5,Valid,2,True,386.0,568506.84,56744.51706,511762.32294,0.0,0.0,0.0,4699.0,370.0,0.0,511762.32294,386.0,0.0998132530120482,0.0,4329.0,12.7,False,0.0008111855130076904
20056,Public-key fresh-thinking alliance,Furniture,1150,83.67,13.5,N,Thompson-Joyce,Vietnam,3.6,Valid,1,True,438.0,34388.37,3914.50095,30473.869049999998,0.0,0.0,0.0,9708.0,220.0,0.0,30473.869049999998,438.0,0.11383211678832116,0.0,9488.0,44.127272727272725,False,4.8303597178942074e-05
20057,Persevering stable interface,Industrial Equipment,1282,1277.99,62.02,Y,"Fletcher, Harris and Zavala",Japan,4.3,Valid,2,True,514.0,474134.29,50943.23738,423191.05262,0.0,0.0,0.0,3335.0,581.0,0.0,423191.05262,514.0,0.10744474393530998,0.0,2754.0,5.740103270223752,False,0.0006707927405591106
20058,Re-contextualized multimedia instruction set,Toys,1226,1366.79,66.41,Y,Cross PLC,Brazil,3.3,Valid,2,True,538.0,616422.29,56121.76419,560300.52581,0.0,0.0,0.0,9042.0,584.0,0.0,560300.52581,538.0,0.09104434589800443,0.0,8458.0,15.482876712328768,False,0.0008881225699785463
20059,Future-proofed 3rdgeneration standardization,Apparel,1231,658.51,79.52,N,Brown and Sons,Mexico,1.7,Valid,0,False,542.0,345059.24,37641.74862,307417.49138,0.0,0.0,0.0,0.0,0.0,0.0,307417.49138,542.0,0.10908778625954198,0.0,0.0,,False,0.0004872820922415961
20060,Phased optimizing adapter,Groceries,1220,416.62,65.09,N,Le-Barrett,Brazil,4.2,Valid,4,True,283.0,117903.45999999999,15947.796980000001,101955.66302,0.0,0.0,0.0,3019.0,936.0,1.0,101955.66302,283.0,0.13526148409893995,0.0,2083.0,3.2254273504273505,True,0.0001616081393717888
20061,Intuitive homogeneous orchestration,Automotive Parts,1276,422.61,21.42,Y,Griffith PLC,Australia,3.4,Valid,3,True,535.0,226096.35,20423.89608,205672.45392,0.0,0.0,0.0,9620.0,499.0,0.0,205672.45392,535.0,0.09033271028037382,0.0,9121.0,19.278557114228455,False,0.0003260078117634429
20062,Networked fresh-thinking orchestration,Toys,1070,2407.0,79.4,,Kramer-Cooper,France,,Valid,1,True,207.0,488621.0,75055.074,413565.926,0.0,0.0,0.0,3857.0,353.0,0.0,413565.926,207.0,0.15360591133004925,0.0,3504.0,10.926345609065155,False,0.000655536120591165
20063,Cross-platform mobile attitude,Pharmaceuticals,1068,625.69,60.93,N,"Harrison, Gilbert and Bullock",Germany,2.3,Valid,2,True,485.0,279683.43,26817.699090000002,252865.73091,0.0,0.0,0.0,2337.0,627.0,0.0,252865.73091,485.0,0.09588590604026846,0.0,1710.0,3.727272727272727,False,0.00040081305022984613
20064,Team-oriented systematic database,Apparel,1213,939.18,70.42,N,Walker-Miller,Japan,2.5,Valid,0,False,445.0,385063.8,36797.072400000005,348266.7276,11.0,8971.98654,2.0,0.0,0.0,0.0,339294.74106,434.0,0.09556097560975611,0.024719101123595506,0.0,,False,0.0005378101635274862
20065,Mandatory modular middleware,Sporting Goods,1189,1137.83,0.25,N,Young-Barnett,Brazil,,Valid,2,True,407.0,463096.81,64462.62082,398634.18918,0.0,0.0,0.0,10093.0,642.0,0.0,398634.18918,407.0,0.1391990171990172,0.0,9451.0,15.721183800623052,False,0.0006318680855493441
20066,Virtual static Graphical User Interface,Office Supplies,1184,2125.57,77.45,N,Clark-Figueroa,Japan,3.6,Valid,2,True,412.0,786460.9,61280.1831,725180.7169,0.0,0.0,0.0,2127.0,524.0,0.0,725180.7169,412.0,0.07791891891891892,0.0,1603.0,4.059160305343512,False,0.0011494712789373897
20067,Down-sized reciprocal framework,Industrial Equipment,1146,845.71,68.2,Y,Lynn-Jones,China,,Valid,1,True,494.0,413552.19,40406.33238,373145.85762,7.0,4428.13756,1.0,4687.0,318.0,0.0,368717.72006,487.0,0.09770552147239264,0.01417004048582996,4369.0,14.738993710691824,False,0.0005844480132566617
20068,Multi-lateral intermediate customer loyalty,Sporting Goods,1024,,74.36,N,Reeves and Sons,United States,3.8,Valid,1,True,593.0,0.0,0.0,0.0,0.0,0.0,0.0,10145.0,256.0,0.0,0.0,593.0,,0.0,9889.0,39.62890625,False,0.0
20069,Proactive scalable toolset,Groceries,1104,2489.24,24.18,Y,Cunningham-Branch,Canada,2.1,Valid,4,True,747.0,1772338.88,152134.88108,1620203.99896,0.0,0.0,0.0,25523.0,850.0,0.0,1620203.99896,747.0,0.08583848314606742,0.0,24673.0,30.027058823529412,False,0.002568157039234732
20070,Compatible national data-warehouse,Pharmaceuticals,1185,627.47,51.93,Y,Garcia-Swanson,Vietnam,2.9,Valid,2,True,340.0,213339.8,36209.41129,177130.38871,0.0,0.0,0.0,4298.0,688.0,0.0,177130.38871,340.0,0.16972647058823528,0.0,3610.0,6.247093023255814,False,0.00028076628308531994
20071,Horizontal empowering application,Apparel,1220,,38.17,N,Le-Barrett,Brazil,4.2,Valid,3,True,467.0,0.0,0.0,0.0,15.0,0.0,2.0,15472.0,1376.0,0.0,0.0,452.0,,0.032119914346895075,14096.0,11.244186046511627,False,0.0
20072,Innovative object-oriented initiative,Pharmaceuticals,1005,22.14,79.05,Y,Wilkerson-Day,United Kingdom,,Valid,2,True,380.0,8413.2,1212.4971,7200.7029,0.0,0.0,0.0,9900.0,627.0,0.0,7200.7029,380.0,0.14411842105263156,0.0,9273.0,15.789473684210526,False,1.1413708305832602e-05
20073,Face-to-face regional synergy,Apparel,1118,958.91,29.44,Y,Tucker PLC,India,4.5,Valid,1,True,451.0,432468.41,64100.25677,368368.15323,0.0,0.0,0.0,451.0,57.0,0.0,368368.15323,451.0,0.14821951219512197,0.0,394.0,7.912280701754386,False,0.000583893920984501
20074,Cross-group transitional paradigm,Industrial Equipment,1074,,52.02,Y,Edwards-Ramirez,Australia,3.4,Valid,3,True,565.0,0.0,0.0,0.0,0.0,0.0,0.0,5214.0,827.0,0.0,0.0,565.0,,0.0,4387.0,6.30471584038694,False,0.0
20075,Cross-platform optimizing Graphical User Interface,Sporting Goods,1211,1540.96,6.98,N,Lin-Mcdonald,France,3.3,Valid,4,True,298.0,459206.08,17141.639040000002,442064.44096,0.0,0.0,0.0,7822.0,979.0,1.0,442064.44096,298.0,0.03732885906040269,0.0,6843.0,7.989785495403473,True,0.0007007086185292268
20076,Future-proofed asymmetric open system,Pharmaceuticals,1180,2408.2,19.86,N,"Blackwell, James and Hogan",Australia,4.5,Valid,1,True,318.0,763399.4,96474.9002,666924.4998,5.0,0.0,1.0,388.0,165.0,0.0,666924.4998,313.0,0.12637539432176656,0.015723270440251572,223.0,2.3515151515151516,False,0.001057130367471558
20077,Progressive methodical interface,Automotive Parts,1014,2120.03,48.57,Y,Santiago LLC,India,1.6,Valid,4,True,265.0,527887.47,57206.88952,470680.58048,0.0,0.0,0.0,24182.0,905.0,0.0,470680.58048,265.0,0.10836947791164658,0.0,23277.0,26.720441988950277,False,0.0007460675611013872
20078,Expanded grid-enabled utilization,Apparel,1123,1238.23,51.06,Y,Summers-Simpson,France,4.3,Valid,4,True,277.0,293460.51,15913.73196,277546.77804,0.0,0.0,0.0,24200.0,868.0,0.0,277546.77804,277.0,0.05422784810126582,0.0,23332.0,27.880184331797235,False,0.0004399345466360271
20079,Compatible solution-oriented framework,Groceries,1185,2334.94,67.13,Y,Garcia-Swanson,Vietnam,2.9,Valid,2,True,472.0,1046053.12,146276.98618,899776.13382,0.0,0.0,0.0,7085.0,266.0,0.0,899776.13382,472.0,0.1398370535714286,0.0,6819.0,26.63533834586466,False,0.0014262194225471072
20080,Profit-focused exuding Internet solution,Apparel,1242,,5.45,Y,Nash Ltd,Vietnam,3.8,Valid,0,False,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,,0.0,0.0,,False,0.0
20081,Switchable needs-based functionalities,Office Supplies,1204,1267.51,33.91,Y,"Parsons, Bryant and Martinez",United Kingdom,4.3,Valid,1,True,376.0,476583.76,35113.82953,441469.93047,10.0,9924.6033,1.0,1497.0,26.0,0.0,431545.32717,366.0,0.07367819148936171,0.026595744680851064,1471.0,57.57692307692308,False,0.0006840349551241
20082,Exclusive intangible initiative,Apparel,1143,210.83,16.3,N,Bush-Bates,France,2.8,Valid,1,True,474.0,83067.02,5949.41177,77117.60823,0.0,0.0,0.0,5620.0,481.0,0.0,77117.60823,474.0,0.0716218274111675,0.0,5139.0,11.683991683991684,False,0.0001222377728680759
20083,Function-based regional migration,Toys,1034,776.8,67.73,N,Evans-Chapman,Canada,1.2,Valid,3,True,533.0,368980.0,15665.7256,353314.2744,0.0,0.0,0.0,4233.0,689.0,0.0,353314.2744,533.0,0.042456842105263154,0.0,3544.0,6.143686502177069,False,0.0005600322807775473
20084,Persevering static task-force,Industrial Equipment,1060,1134.52,53.3,Y,Thomas and Sons,Japan,3.0,Valid,3,True,451.0,431117.60000000003,57647.23024,373470.36976,0.0,0.0,0.0,7234.0,598.0,0.0,373470.36976,451.0,0.1337157894736842,0.0,6636.0,12.096989966555183,False,0.0005919813552246524
20085,Reactive contextually-based adapter,Groceries,1071,1754.35,27.77,N,Robertson-Hays,Japan,4.0,Valid,2,True,507.0,857877.15,53207.68115,804669.46885,0.0,0.0,0.0,4299.0,886.0,0.0,804669.46885,507.0,0.06202249488752556,0.0,3413.0,4.8521444695259595,False,0.0012754675102708587
20086,Self-enabling tertiary model,Automotive Parts,1086,930.93,9.49,N,"Gomez, Ingram and Le",Australia,4.3,Valid,1,True,411.0,345375.02999999997,27989.341379999998,317385.68862,0.0,0.0,0.0,118.0,152.0,1.0,317385.68862,411.0,0.08104043126684636,0.0,-34.0,0.7763157894736842,True,0.0005030825074527784
20087,Enterprise-wide object-oriented methodology,Automotive Parts,1140,1310.59,46.15,N,Casey-Howard,Canada,3.0,Valid,1,True,150.0,196588.5,24314.06568,172274.43432,5.0,6507.07935,1.0,126.0,264.0,1.0,165767.35497,145.0,0.12368,0.03333333333333333,-138.0,0.4772727272727273,True,0.0002627549369183097
