inventory_id,warehouse_id,product_id,stock_quantity,reorder_level,last_restock_date
700184,503,20707,14277,116,17-06-2026
700185,503,20962,2030,198,07-08-2026
700186,503,20883,7340,346,23-08-2026
700187,503,21168,11563,235,12-08-2026
700188,503,20929,5512,385,08-02-2026
700189,503,20318,5132,206,06-08-2026
700190,503,21166,1884,304,31-01-2026
700191,503,20223,665,53,23-02-2026
700192,503,21169,15480,330,08-12-2025
700193,503,20174,15695,481,14-11-2025
700194,503,20333,6822,101,15-11-2025
700195,503,21041,2817,223,13-05-2026
700196,503,21183,2923,203,18-11-2025
700197,503,21184,8807,416,02-06-2026
700198,503,20345,15473,399,27-06-2026
700199,503,20641,14840,446,30-08-2026
700200,503,20176,10298,273,14-02-2026
700201,503,21142,6990,63,25-05-2026
700202,503,21339,598,308,10-18-2025
700203,503,20875,1199,197,08-02-2026
700204,503,21212,15569,440,18-08-2026
700205,503,20760,6345,135,10-04-2026
700206,503,21152,63,391,08-06-2026
700207,503,20075,728,202,30-03-2026
700208,503,21086,7411,356,29-09-2025
700209,503,21274,35,120,16-08-2026
700210,503,21488,1193,120,13-10-2025
700211,503,20114,5414,89,04-09-2025
700212,503,20984,8010,369,16-01-2026
700213,503,20829,7181,419,26-02-2026
700214,503,21285,1728,17,03-06-2026
700215,503,20903,8474,161,24-09-2025
700216,503,20922,,266,09-Nov-25
700217,503,20638,2678,105,04-17-2026
700218,503,20769,9337,404,01-12-2025
700219,503,20538,7136,368,30-08-2026
700220,503,21327,12873,345,10-03-2026
700221,503,20481,7293,472,16-08-2026
700222,503,20811,5716,81,27-03-2026
700223,503,20652,669,127,15-Jun-26
700224,503,20981,3119,456,21-08-2026
700225,503,20711,2097,14,08-05-2026
700226,504,20791,1077,433,03-01-2026
700227,504,20528,13905,85,17-07-2026
700228,504,20188,1922,486,09-24-2025
700229,504,20870,,23,27-07-2026
700230,504,20947,3839,445,21-02-2026
700231,504,20564,6096,393,10-10-2025
700232,504,20718,2688,266,09-09-2025
700233,504,20040,3311,397,05-11-2025
700234,504,20302,2611,406,24-03-2026
700235,504,20363,836,285,23-03-2026
700236,504,20589,4934,74,23-09-2025
700237,504,20949,1269,328,12-02-2026
700238,504,20917,95,165,11-09-2025
700239,504,20448,3992,367,23-06-2026
700240,504,21018,750,141,27-08-2026
700241,504,20521,10859,26,18-09-2025
700242,504,20182,11846,16,15-04-2026
700243,504,21068,9483,66,04-07-2026
700244,504,20550,1779,207,17-Feb-26
700245,504,20304,60,176,08-07-2026
700246,504,20068,10145,256,28-07-2026
700247,504,20427,2151,180,08-10-2025
700248,504,20703,13091,239,17-10-2025
700249,504,20089,12755,143,21-02-2026
700250,504,20504,7380,164,09-11-2025
700251,504,20741,1343,477,12-08-2026
700252,504,21254,1872,493,10-08-2026
700253,504,21045,7332,393,29-05-2026
700254,504,20482,1467,58,03-08-2026
700255,504,20819,715,249,18-09-2025
700256,504,21272,3132,235,24-08-2026
700257,504,20524,10590,63,28-10-2025
700258,504,20753,4584,390,10-05-2026
700259,504,20939,3249,211,03-05-2026
700260,504,20777,393,479,31-08-2026
700261,504,21416,3674,197,09-04-2026
700262,504,21153,17747,192,30-06-2026
700263,504,20892,581,316,13-05-2026
700264,504,20546,2812,332,11-03-2026
700265,504,20761,8078,76,28-01-2026
700266,504,20342,5197,470,20-05-2026
700267,504,21197,,309,31-08-2025
700268,504,21209,4666,218,21-09-2025
700269,504,20333,1715,196,25-10-2025
700270,504,20985,1338,81,10-09-2025
700271,504,20119,6380,158,27-04-2026
700272,504,21192,6395,429,21-02-2026
700273,504,20970,7768,305,15-07-2026
700274,504,20687,9410,343,11-08-2026
700275,504,20610,2756,197,14-10-2025
700276,504,20998,2680,167,01-04-2026
700277,504,20287,6162,267,02-06-2026
700278,504,21486,4041,374,11-12-2025
700279,504,21281,4660,109,04-11-2025
700280,504,21157,6115,,06-04-2026
700281,504,21167,8496,417,23-Apr-26
700282,504,21237,1588,408,27-12-2025
700283,504,20244,1813,266,01-29-2026
700284,504,20096,380,239,13-09-2025
700285,504,20950,3323,320,24-Nov-25
700286,504,21378,141,120,27-09-2025
700287,504,21411,2412,185,12-28-2025
700288,504,20709,3011,469,15-04-2026
700289,504,21244,1300,153,12-06-2026
700290,504,20796,3440,431,16-04-2026
700291,504,20180,119,377,22-05-2026
700292,504,20356,147,430,12-08-2026
700293,504,21163,6657,,12-10-2025
700294,504,21142,1719,162,10-Jan-26
700295,504,20232,523,319,15-06-2026
700296,504,20683,2843,473,10-09-2025
700297,504,20575,5657,298,31-10-2025
700298,504,21396,936,112,05-09-2025
700299,504,20601,3754,60,08-08-2026
700300,504,21388,,338,11-03-2026
700301,505,21328,279,303,20-09-2025
700302,505,20090,3985,264,05-02-2026
700303,505,21309,4090,208,01-09-2025
700304,505,20950,5334,221,09-04-2026
700305,505,20486,6808,138,09-08-2026
700306,505,20492,,270,17-02-2026
700307,505,21126,3819,296,04-09-2025
700308,505,20146,2051,215,15-08-2026
700309,505,20728,8337,214,26-05-2026
700310,505,21270,1661,206,14-10-2025
700311,505,20535,3039,421,19-11-2025
700312,505,21229,430,124,08-09-2025
700313,505,21099,135,105,09-02-2026
700314,505,21094,17284,460,16-04-2026
700315,505,20456,9504,478,02-01-2026
700316,505,20271,6260,160,25-04-2026
700317,505,20797,2765,120,07-03-2026
700318,505,20167,1001,352,12-06-2026
700319,505,20116,894,365,27-12-2025
700320,505,21361,1514,347,07-05-2026
700321,505,20519,4189,80,01-01-2026
700322,505,20922,6592,59,28-08-2026
700323,505,21161,5675,141,03-04-2026
700324,505,20970,1727,343,29-03-2026
700325,505,20969,16288,264,05-10-2025
700326,505,20351,7040,234,31-12-2025
700327,505,20069,4249,374,17-12-2025
700328,505,20881,4974,353,30-06-2026
700329,505,20609,2860,313,07-02-2026
700330,505,20081,1497,26,26-07-2026
700331,505,20296,2313,425,21-01-2026
700332,505,20287,7456,65,15-04-2026
700333,505,20376,76,382,05-05-2026
700334,505,21210,649,121,16-10-2025
700335,505,20569,248,425,04-11-2025
700336,505,20105,219,251,04-02-2026
700337,505,21004,10169,33,02-01-2026
700338,505,20289,6394,37,16-03-2026
700339,505,20480,3379,232,15-10-2025
700340,505,20465,541,100,07-06-2026
700341,505,20661,3557,146,19-10-2025
700342,505,21145,3372,170,21-12-2025
700343,505,20354,1000,265,20-08-2026
700344,505,20177,,369,21-11-2025
700345,505,20484,2673,410,21-03-2026
700346,505,20577,5030,132,07-06-2026
700347,505,20610,5300,405,27-12-2025
700348,505,21321,244,475,16-09-2025
700349,505,21076,2468,229,15-08-2026
700350,505,20721,5169,127,03-12-2025
700351,505,20207,3677,296,24-01-2026
700352,505,20636,10207,210,08-10-2025
700353,505,20748,5652,58,17-07-2026
700354,505,21050,935,220,04-12-2025
700355,505,21389,385,323,09-11-2025
700356,505,21255,5407,321,17-Dec-25
700357,505,20001,141,58,15-07-2026
700358,505,20277,4634,185,11-07-2026
700359,505,20806,,119,27-07-2026
700360,505,21134,4505,467,09-10-2025
700361,505,20249,2583,253,13-06-2026
700362,505,20601,5420,265,03-08-2026
700363,505,21069,3223,141,19-05-2026
700364,505,20189,4147,413,21-07-2026
700365,505,21088,14922,418,11-02-2026
700366,505,20412,2565,377,20-08-2026
700367,505,21140,17082,278,08-02-2026
700368,505,21298,12395,247,24-07-2026
700369,505,21489,1146,306,23-03-2026
700370,505,20815,,176,17-07-2026
700371,505,20503,558,142,31-01-2026
700372,505,21222,97,80,05-03-2026
700373,505,20889,522,455,02-07-2026
700374,505,20150,6040,401,08-08-2026
700375,505,20076,388,165,25-07-2026
700376,506,20160,927,144,12-08-2026
700377,506,20155,4498,177,14-03-2026
700378,506,20187,57,380,10-Feb-26
700379,506,21335,4066,179,15-04-2026
700380,506,21225,799,70,16-08-2026
700381,506,20443,303,487,01-10-2025
700382,506,21340,2880,347,22-01-2026
700383,506,20404,2393,82,23-06-2026
700384,506,20574,5067,139,06-02-2026
700385,506,20895,3206,61,04-22-2026
700386,506,20552,3927,444,24-08-2026
700387,506,21042,800,485,15-12-2025
700388,506,20375,,58,03-10-2025
700389,506,21194,3352,469,10-02-2026
700390,506,20820,3968,169,25-Nov-25
700391,506,20051,11240,190,30-03-2026
700392,506,20849,1284,289,15-03-2026
700393,506,20545,1123,41,23-07-2026
700394,506,20433,3615,478,18-11-2025
700395,506,20011,1006,455,20-Feb-26
700396,506,21401,6444,53,26-09-2025
700397,506,20755,4718,389,28-10-2025
700398,506,20274,1352,188,29-03-2026
700399,506,20248,3354,275,18-07-2026
700400,506,20502,3390,78,10-10-2025
700401,506,20684,263,41,29-05-2026
700402,506,21010,5620,341,08-01-2026
700403,506,21468,1698,309,03-05-2026
700404,506,20783,4227,100,09-03-2026
700405,506,20137,931,332,23-10-2025
700406,506,21219,5452,278,24-07-2026
700407,506,20816,1190,55,25-08-2026
700408,506,20918,26,309,27-08-2026
700409,506,21221,5691,116,07-02-2026
700410,506,21492,231,154,05-09-2025
700411,506,21159,928,419,08-02-2026
700412,506,20476,7233,140,16-12-2025
700413,506,21309,7260,122,23-02-2026
700414,506,21294,2056,298,03-04-2026
700415,506,20818,2412,477,20-01-2026
700416,506,20196,1436,13,24-09-2025
700417,506,20921,838,35,05-03-2026
700418,506,20184,962,360,02-10-2026
700419,506,21210,2694,399,22-01-2026
700420,506,20776,3369,499,31-03-2026
700421,506,20639,3785,252,26-08-2026
700422,506,21253,,108,26-07-2026
700423,506,20791,,42,27-07-2026
700424,506,21104,1646,265,21-10-2025
700425,506,21308,143,463,18-09-2025
700426,506,20063,1925,485,21-08-2026
700427,506,21384,1406,493,11-06-2026
700428,506,21174,5277,,17-08-2026
700429,506,21250,1043,430,02-05-2026
700430,506,20206,300,29,13-08-2026
700431,506,21032,372,265,28-10-2025
700432,506,21222,3460,265,14-08-2026
700433,506,20532,2324,150,18-08-2026
700434,506,20497,257,377,11-06-2026
700435,506,20259,212,95,13-10-2025
700436,506,21208,2914,53,11-Jan-26
700437,506,20388,182,295,23-07-2026
700438,506,21231,4164,84,28-Aug-26
700439,506,20085,2957,495,27-Aug-26
700440,506,20807,205,234,26-10-2025
700441,506,21059,,120,30-11-2025
700442,506,21040,10415,123,09-09-2025
700443,506,20837,1132,327,12-06-2026
700444,506,20871,1118,350,14-02-2026
700445,506,20456,4044,16,04-03-2026
700446,506,20007,7101,266,29-03-2026
700447,506,20045,10303,166,15-06-2026
700448,506,20853,3379,394,12-10-2025
700449,506,20374,1139,212,24-Nov-25
700450,506,21147,210,266,16-05-2026
700451,507,20257,2342,348,05-11-2025
700452,507,21354,1275,326,10-06-2026
700453,507,20928,,16,17-01-2026
700454,507,20775,3695,494,02-09-2025
700455,507,20797,184,245,16-03-2026
700456,507,21412,1059,184,05-22-2026
700457,507,20790,18,413,31-08-2025
700458,507,20318,987,127,16-07-2026
700459,507,20035,90,463,01-08-2026
700460,507,20293,197,197,23-06-2026
700461,507,21077,195,59,16-11-2025
700462,507,21037,1634,248,27-04-2026
700463,507,21017,2138,210,16-09-2025
700464,507,20433,1366,456,15-08-2026
700465,507,20181,5109,131,11-09-2025
700466,507,21190,733,486,27-07-2026
700467,507,20765,525,240,07-12-2025
700468,507,21132,3166,102,27-06-2026
700469,507,20090,395,14,23-08-2026
700470,507,20691,5153,172,27-06-2026
700471,507,20217,19,141,26-01-2026
700472,507,20684,5464,427,27-04-2026
700473,507,20429,69,82,15-10-2025
700474,507,20144,3460,256,07-03-2026
700475,507,20515,1170,73,05-02-2026
700476,507,21169,7733,259,08-08-2026
700477,507,20462,120,18,06-12-2025
700478,507,20767,1259,56,22-07-2026
700479,507,20273,5435,200,08-04-2026
700480,507,21250,1155,166,07-11-2026
700481,507,20955,1549,,13-07-2026
700482,507,20911,1856,230,20-06-2026
700483,507,20631,946,39,25-06-2026
700484,507,21432,1541,495,10-09-2025
700485,507,20697,1370,374,01-03-2026
700486,507,20542,3611,209,15-09-2025
700487,507,20676,73,370,16-09-2025
700488,507,21484,515,,01-03-2026
700489,507,20067,4687,318,09-08-2026
700490,507,20008,3447,280,06-10-2025
700491,507,20941,949,328,10-12-2025
700492,507,20523,1510,225,26-11-2025
700493,507,21088,507,32,16-07-2026
700494,507,20023,325,468,11-09-2025
700495,507,20046,972,269,09-18-2025
700496,507,20902,680,99,12-10-2025
700497,507,20958,1367,419,04-04-2026
700498,507,20838,,356,05-25-2026
700499,507,21074,5718,,29-04-2026
700500,507,20256,6683,110,29-08-2026
700501,507,20770,1869,482,23-07-2026
700502,507,20120,1198,498,12-12-2025
700503,507,21188,578,114,19-01-2026
700504,507,20771,2622,183,02-07-2026
700505,507,20291,1801,104,29-04-2026
700506,507,20543,277,431,21-04-2026
700507,507,20153,3773,201,07-07-2026
700508,507,20233,2697,141,17-01-2026
700509,507,20225,4668,118,03-03-2026
700510,507,20584,2018,446,15-05-2026
700511,507,20900,1483,26,06-02-2026
700512,507,20617,845,107,17-07-2026
700513,507,20817,4211,110,28-07-2026
700514,507,20918,3136,195,23-07-2026
700515,507,21136,72,81,17-05-2026
700516,507,20101,42,124,19-06-2026
700517,507,20402,737,89,01-07-2026
700518,507,20613,2596,381,28-05-2026
700519,507,20313,6809,29,02-12-2025
700520,507,20470,254,48,15-01-2026
700521,507,20717,1407,257,02-03-2026
700522,507,21401,748,47,04-02-2026
700523,507,21120,5466,156,10-03-2026
700524,507,20182,2880,,15-12-2025
700525,507,20265,2843,476,16-03-2026
700526,508,20259,1794,318,01-03-2026
700527,508,20199,1520,355,24-09-2025
700528,508,20618,906,351,01-11-2025
700529,508,21103,165,205,04-03-2026
700530,508,20817,5676,381,19-07-2026
700531,508,21233,4756,453,17-04-2026
700532,508,21058,23187,473,30-11-2025
700533,508,20273,16158,386,23-05-2026
700534,508,21309,2300,493,09-04-2026
700535,508,20134,4157,420,02-Mar-26
700536,508,20245,8217,80,02-11-2025
700537,508,21224,5376,481,14-11-2025
700538,508,21477,806,294,03-12-2025
700539,508,20987,1699,295,28-03-2026
700540,508,21017,392,365,30-09-2025
700541,508,20869,8739,17,28-10-2025
700542,508,20982,2644,93,14-11-2025
700543,508,20546,737,208,19-11-2025
700544,508,21371,3160,500,15-07-2026
700545,508,20404,2731,14,02-07-2026
700546,508,20330,1258,233,10-03-2026
700547,508,21061,342,137,07-04-2026
700548,508,20685,3159,58,02-08-2026
700549,508,21276,2084,436,14-10-2025
700550,508,20395,4199,132,25-03-2026
700551,508,21248,2083,,08-09-2025
700552,508,20925,5424,337,15-02-2026
700553,508,21462,2278,56,27-06-2026
700554,508,21146,2335,216,16-11-2025
700555,508,20538,5938,485,20-Aug-26
700556,508,21178,1466,323,30-04-2026
700557,508,20498,408,369,09-02-2025
700558,508,20677,83,303,20-05-2026
700559,508,21343,3992,40,08-12-2026
700560,508,21235,2748,454,03-12-2025
700561,508,20041,3455,483,12-06-2026
700562,508,21200,679,342,31-01-2026
700563,508,20656,416,232,04-08-2026
700564,508,21180,42,,23-02-2026
700565,508,21386,1225,250,10-01-2026
700566,508,20986,2529,345,29-06-2026
700567,508,20931,1413,247,06-12-2025
700568,508,21376,1632,143,26-May-26
700569,508,20892,6653,496,17-02-2026
700570,508,20608,1215,21,12-05-2026
700571,508,20338,2047,427,20-01-2026
700572,508,20329,4343,37,12-17-2025
700573,508,21121,1433,301,30-01-2026
700574,508,20227,2761,77,03-04-2026
700575,508,20799,5627,315,23-11-2025
700576,508,20605,8472,249,30-09-2025
700577,508,20073,451,57,06-10-2025
700578,508,20182,7410,72,08-05-2026
700579,508,21337,1922,412,28-May-26
700580,508,21204,848,324,13-01-2026
700581,508,21321,1744,339,26-04-2026
700582,508,20446,11104,243,26-02-2026
700583,508,21295,1925,80,15-06-2026
700584,508,21372,1131,176,02-05-2026
700585,508,20728,2847,334,11-02-2026
700586,508,20794,779,399,25-06-2026
700587,508,21277,224,367,08-07-2026
700588,508,20423,391,145,25-06-2026
700589,508,20507,389,151,21-05-2026
700590,508,20102,467,447,18-01-2026
700591,508,20551,424,333,12-07-2026
700592,508,20891,2906,308,22-02-2026
700593,508,21331,570,90,22-01-2026
700594,508,20250,1203,422,24-03-2026
700595,508,20562,6443,130,16-10-2025
700596,508,20748,1823,496,02-03-2026
700597,508,20304,3125,124,27-05-2026
700598,508,20254,537,393,03-01-2026
700599,508,21080,606,337,22-04-2026
700600,508,20086,118,152,02-04-2026
700601,509,21138,838,460,22-12-2025
700602,509,20569,1478,238,19-07-2026
700603,509,20097,882,180,05-08-2026
700604,509,20756,420,299,25-09-2025
700605,509,20013,582,279,11-01-2026
700606,509,20859,2796,350,14-12-2025
700607,509,21478,1046,67,16-04-2026
700608,509,20661,2050,431,09-03-2026
700609,509,21055,3168,182,12-Mar-26
700610,509,21264,,288,05-04-2026
700611,509,20048,182,173,02-03-2026
700612,509,21038,7271,417,30-08-2026
700613,509,20472,,218,18-02-2026
700614,509,20512,386,304,18-12-2025
700615,509,21182,9361,,09-12-2025
700616,509,20549,11482,92,30-10-2025
700617,509,20641,285,11,04-02-2026
700618,509,21122,1467,373,09-05-2026
700619,509,20447,7427,376,21-03-2026
700620,509,21424,6243,306,11-05-2026
700621,509,20848,923,261,29-01-2026
700622,509,21001,1063,189,10-04-2026
700623,509,20328,2095,20,05-04-2026
700624,509,20629,2999,425,15-03-2026
700625,509,21364,4359,205,13-06-2026
700626,509,20040,2083,397,23-11-2025
700627,509,20041,2810,271,11-03-2026
700628,509,20020,6229,222,14-06-2026
700629,509,20060,169,314,09-12-2025
700630,509,20895,1317,494,22-Sep-25
700631,509,20562,5655,385,19-Jun-26
700632,509,20012,10210,357,21-10-2025
700633,509,20887,3244,,29-01-2026
700634,509,21063,3438,136,17-08-2026
700635,509,20449,513,408,12-11-2025
700636,509,21016,2685,411,13-09-2025
700637,509,20501,3443,353,29-10-2025
700638,509,20515,1257,359,14-07-2026
700639,509,20838,1420,484,03-12-2025
700640,509,20984,2144,,20-09-2025
700641,509,20075,92,419,02-10-2025
700642,509,20721,1759,201,12-05-2026
700643,509,21179,1075,397,31-08-2026
700644,509,20876,1796,186,27-06-2026
700645,509,21435,577,63,26-11-2025
700646,509,21452,10012,171,27-06-2026
700647,509,21347,4075,66,25-07-2026
700648,509,21196,5145,484,09-10-2025
700649,509,21053,7046,125,11-10-2025
700650,509,20061,3123,89,15-07-2026
700651,509,20049,412,457,05-12-2025
700652,509,21130,3486,107,07-09-2025
700653,509,20274,4001,306,07-01-2026
700654,509,21437,6193,500,02-03-2026
700655,509,21050,2557,158,27-12-2025
700656,509,21193,618,181,10-03-2026
700657,509,21243,1511,56,12-26-2025
700658,509,20103,2042,246,18-10-2025
700659,509,20414,4699,297,14-12-2025
700660,509,20152,3828,195,26-10-2025
700661,509,20769,1992,213,21-01-2026
700662,509,20672,19491,307,03-01-2026
700663,509,20837,4213,342,10-12-2025
700664,509,21457,1226,,28-01-2026
700665,509,21329,486,132,14-02-2026
700666,509,20701,751,,01-12-2025
700667,509,20243,1278,131,13-02-2026
700668,509,20466,793,16,15-08-2026
700669,509,20966,935,365,16-11-2025
700670,509,20823,1519,454,26-09-2025
700671,509,20654,862,255,12-02-2026
700672,509,20171,10278,374,28-03-2026
700673,509,20299,379,199,18-03-2026
700674,509,21410,3365,112,25-04-2026
700675,509,21304,2391,468,13-02-2026
700676,510,20889,4907,245,04-08-2026
700677,510,21433,144,141,28-04-2026
700678,510,20865,616,84,29-12-2025
700679,510,20044,,404,20-08-2026
700680,510,20987,2438,312,15-08-2026
700681,510,20488,2064,164,31-07-2026
700682,510,20430,362,364,05-02-2026
700683,510,21377,,115,17-07-2026
700684,510,20085,1342,391,28-04-2026
700685,510,20194,3221,97,13-Nov-25
700686,510,20849,989,384,04-07-2026
700687,510,20678,1030,289,18-05-2026
700688,510,20091,399,23,29-03-2026
700689,510,20539,1783,313,18-05-2026
700690,510,20973,252,347,30-05-2026
700691,510,20597,475,23,07-02-2026
700692,510,20852,673,,30-Nov-25
700693,510,20238,861,283,16-02-2026
700694,510,20439,337,379,14-03-2026
700695,510,21308,148,61,21-10-2025
700696,510,21173,1146,168,11-08-2026
700697,510,21201,414,318,19-01-2026
700698,510,21364,1058,149,16-09-2025
700699,510,20292,204,374,14-10-2025
700700,510,20523,797,230,12-04-2026
700701,510,20702,924,19,01-04-2026
700702,510,20293,65,399,10-10-2025
700703,510,20634,499,190,27-06-2026
700704,510,20122,175,327,26-05-2026
700705,510,20398,80,240,17-10-2025
700706,510,20393,5591,232,12-07-2026
700707,510,21369,473,240,07-08-2026
700708,510,21191,2017,293,21-12-2025
