inventory_id,warehouse_id,product_id,stock_quantity,reorder_level,last_restock_date
700088,502,20501,2144.0,159.0,2026-07-09
700089,502,20410,4610.0,403.0,2026-06-25
700090,502,21152,1350.0,187.0,2025-10-21
700091,502,20801,269.0,,2026-04-19
700092,502,20442,2639.0,442.0,2025-01-12
700093,502,20594,3022.0,229.0,2025-09-11
700094,502,21279,,22.0,2026-03-25
700095,502,20240,3114.0,393.0,2026-01-23
700096,502,21457,1438.0,173.0,2025-10-19
700097,502,21384,1563.0,378.0,2026-05-02
700098,502,20745,1178.0,54.0,2026-07-23
700099,502,20797,54.0,215.0,2025-08-10
700100,502,20259,241.0,264.0,2026-02-21
700101,502,20004,67.0,447.0,2025-11-12
700102,502,21458,2137.0,202.0,2026-05-08
700103,502,21338,797.0,73.0,2026-06-10
700104,502,20158,1501.0,292.0,2025-11-18
700105,502,21113,5031.0,45.0,2026-01-14
700106,502,21360,606.0,353.0,2026-04-25
700107,502,20543,1116.0,49.0,2025-11-23
700108,502,21302,2976.0,,2026-05-07
700109,502,21442,549.0,399.0,2026-11-05
700110,502,21459,169.0,80.0,2026-04-01
700111,502,20070,723.0,193.0,2025-11-29
700112,502,20648,371.0,278.0,2026-04-20
700113,502,20118,5609.0,475.0,2026-03-05
700114,502,20509,3488.0,11.0,2026-03-13
700115,502,20778,2120.0,369.0,2026-08-12
700116,502,20940,4334.0,289.0,2026-08-09
700117,502,21372,3439.0,415.0,2026-02-15
700118,502,20246,436.0,120.0,2026-03-28
700119,502,21127,4713.0,384.0,2025-10-26
700120,502,21499,1638.0,79.0,2026-08-04
700121,502,20529,3480.0,196.0,2026-02-03
700122,502,21056,4784.0,143.0,2026-06-14
700123,502,20448,809.0,440.0,2026-03-01
700124,502,20168,246.0,345.0,2026-07-30
700125,502,20210,547.0,276.0,2026-03-27
700126,502,20807,1177.0,91.0,2026-05-23
700127,502,20370,3600.0,250.0,2026-01-01
700128,502,20831,4165.0,77.0,2026-06-19
700129,502,20012,15.0,147.0,2026-04-09
700130,502,21142,1510.0,434.0,2026-05-31
700131,502,21115,1141.0,353.0,2026-01-07
700132,502,20453,531.0,227.0,2026-04-16
700133,502,21081,270.0,16.0,2026-07-05
700134,502,21431,870.0,,2026-05-26
700135,502,21493,6049.0,281.0,2026-07-17
700136,502,20627,825.0,401.0,2025-11-02
700137,502,20667,1545.0,304.0,2026-05-23
700138,502,20935,2565.0,293.0,2026-05-23
700139,502,20550,955.0,265.0,2026-02-27
700140,502,20238,,284.0,2026-07-16
700141,502,20069,6934.0,140.0,2026-05-07
700142,502,20169,613.0,162.0,2026-07-12
700143,502,20787,1453.0,124.0,2026-06-20
700144,502,21484,756.0,197.0,2026-02-07
700145,502,20433,708.0,172.0,2025-10-08
700146,502,21213,79.0,191.0,2025-11-22
700147,502,20104,1987.0,,2026-07-08
700148,502,21292,1476.0,135.0,2026-08-07
700149,502,20592,112.0,34.0,2025-12-11
700150,502,20470,690.0,80.0,2025-09-08
700151,503,21085,16254.0,303.0,2025-11-17
700152,503,21156,1863.0,379.0,2026-08-19
700153,503,21257,1065.0,,2026-01-22
700154,503,20964,4574.0,388.0,2026-05-01
700155,503,20134,28876.0,96.0,2025-10-17
700156,503,20887,1886.0,90.0,2026-01-19
700157,503,21423,7587.0,47.0,2026-02-15
700158,503,20387,9756.0,103.0,2026-08-02
700159,503,20940,1846.0,134.0,2025-12-08
700160,503,20229,8864.0,487.0,2025-09-11
700161,503,20688,3120.0,238.0,2026-05-01
700162,503,20991,6807.0,415.0,2026-08-24
700163,503,21335,6830.0,15.0,2025-12-10
700164,503,21148,5221.0,43.0,2026-03-08
700165,503,20661,644.0,79.0,2026-01-01
700166,503,20901,12272.0,,2026-01-12
700167,503,20499,,381.0,2025-09-29
700168,503,21445,1405.0,417.0,2026-03-21
700169,503,20237,283.0,312.0,2025-11-23
700170,503,20003,6081.0,50.0,2025-09-29
700171,503,20272,7701.0,,2025-10-14
700172,503,20815,114.0,122.0,2025-09-05
700173,503,20185,4883.0,286.0,2025-09-02
700174,503,21316,,353.0,2025-10-19
700175,503,20273,7050.0,191.0,2026-07-15
700176,503,20319,1304.0,,2025-10-18
700177,503,20545,7989.0,466.0,2026-05-20
700178,503,20944,3327.0,456.0,2025-10-29
700179,503,20326,18781.0,175.0,2026-02-21
700180,503,20182,1007.0,,2026-04-25
700181,503,20971,2838.0,458.0,2026-05-06
700182,503,21132,819.0,449.0,2026-01-01
700183,503,20101,17596.0,458.0,2026-01-08
700184,503,20707,14277.0,116.0,2026-06-17
700185,503,20962,2030.0,198.0,2026-08-07
700186,503,20883,7340.0,346.0,2026-08-23
700187,503,21168,11563.0,235.0,2026-08-12
700188,503,20929,5512.0,385.0,2026-02-08
700189,503,20318,5132.0,206.0,2026-08-06
700190,503,21166,1884.0,304.0,2026-01-31
700191,503,20223,665.0,53.0,2026-02-23
700192,503,21169,15480.0,330.0,2025-12-08
700193,503,20174,15695.0,481.0,2025-11-14
700194,503,20333,6822.0,101.0,2025-11-15
700195,503,21041,2817.0,223.0,2026-05-13
700196,503,21183,2923.0,203.0,2025-11-18
700197,503,21184,8807.0,416.0,2026-06-02
700198,503,20345,15473.0,399.0,2026-06-27
700199,503,20641,14840.0,446.0,2026-08-30
700200,503,20176,10298.0,273.0,2026-02-14
700201,503,21142,6990.0,63.0,2026-05-25
700202,503,21339,598.0,308.0,2025-10-18
700203,503,20875,1199.0,197.0,2026-02-08
700204,503,21212,15569.0,440.0,2026-08-18
700205,503,20760,6345.0,135.0,2026-04-10
700206,503,21152,63.0,391.0,2026-06-08
700207,503,20075,728.0,202.0,2026-03-30
700208,503,21086,7411.0,356.0,2025-09-29
700209,503,21274,35.0,120.0,2026-08-16
700210,503,21488,1193.0,120.0,2025-10-13
700211,503,20114,5414.0,89.0,2025-09-04
700212,503,20984,8010.0,369.0,2026-01-16
700213,503,20829,7181.0,419.0,2026-02-26
700214,503,21285,1728.0,17.0,2026-06-03
700215,503,20903,8474.0,161.0,2025-09-24
700216,503,20922,,266.0,2025-11-09
700217,503,20638,2678.0,105.0,2026-04-17
700218,503,20769,9337.0,404.0,2025-12-01
700219,503,20538,7136.0,368.0,2026-08-30
700220,503,21327,12873.0,345.0,2026-03-10
700221,503,20481,7293.0,472.0,2026-08-16
700222,503,20811,5716.0,81.0,2026-03-27
700223,503,20652,669.0,127.0,2026-06-15
700224,503,20981,3119.0,456.0,2026-08-21
700225,503,20711,2097.0,14.0,2026-05-08
700226,504,20791,1077.0,433.0,2026-01-03
700227,504,20528,13905.0,85.0,2026-07-17
700228,504,20188,1922.0,486.0,2025-09-24
700229,504,20870,,23.0,2026-07-27
700230,504,20947,3839.0,445.0,2026-02-21
700231,504,20564,6096.0,393.0,2025-10-10
700232,504,20718,2688.0,266.0,2025-09-09
700233,504,20040,3311.0,397.0,2025-11-05
700234,504,20302,2611.0,406.0,2026-03-24
700235,504,20363,836.0,285.0,2026-03-23
700236,504,20589,4934.0,74.0,2025-09-23
700237,504,20949,1269.0,328.0,2026-02-12
700238,504,20917,95.0,165.0,2025-09-11
700239,504,20448,3992.0,367.0,2026-06-23
700240,504,21018,750.0,141.0,2026-08-27
700241,504,20521,10859.0,26.0,2025-09-18
700242,504,20182,11846.0,16.0,2026-04-15
700243,504,21068,9483.0,66.0,2026-07-04
700244,504,20550,1779.0,207.0,2026-02-17
700245,504,20304,60.0,176.0,2026-07-08
700246,504,20068,10145.0,256.0,2026-07-28
700247,504,20427,2151.0,180.0,2025-10-08
700248,504,20703,13091.0,239.0,2025-10-17
700249,504,20089,12755.0,143.0,2026-02-21
700250,504,20504,7380.0,164.0,2025-11-09
700251,504,20741,1343.0,477.0,2026-08-12
700252,504,21254,1872.0,493.0,2026-08-10
700253,504,21045,7332.0,393.0,2026-05-29
700254,504,20482,1467.0,58.0,2026-08-03
700255,504,20819,715.0,249.0,2025-09-18
700256,504,21272,3132.0,235.0,2026-08-24
700257,504,20524,10590.0,63.0,2025-10-28
700258,504,20753,4584.0,390.0,2026-05-10
700259,504,20939,3249.0,211.0,2026-05-03
700260,504,20777,393.0,479.0,2026-08-31
700261,504,21416,3674.0,197.0,2026-04-09
700262,504,21153,17747.0,192.0,2026-06-30
700263,504,20892,581.0,316.0,2026-05-13
700264,504,20546,2812.0,332.0,2026-03-11
700265,504,20761,8078.0,76.0,2026-01-28
700266,504,20342,5197.0,470.0,2026-05-20
700267,504,21197,,309.0,2025-08-31
700268,504,21209,4666.0,218.0,2025-09-21
700269,504,20333,1715.0,196.0,2025-10-25
700270,504,20985,1338.0,81.0,2025-09-10
700271,504,20119,6380.0,158.0,2026-04-27
700272,504,21192,6395.0,429.0,2026-02-21
700273,504,20970,7768.0,305.0,2026-07-15
700274,504,20687,9410.0,343.0,2026-08-11
700275,504,20610,2756.0,197.0,2025-10-14
700276,504,20998,2680.0,167.0,2026-04-01
700277,504,20287,6162.0,267.0,2026-06-02
700278,504,21486,4041.0,374.0,2025-12-11
700279,504,21281,4660.0,109.0,2025-11-04
700280,504,21157,6115.0,,2026-04-06
700281,504,21167,8496.0,417.0,2026-04-23
700282,504,21237,1588.0,408.0,2025-12-27
700283,504,20244,1813.0,266.0,2026-01-29
700284,504,20096,380.0,239.0,2025-09-13
700285,504,20950,3323.0,320.0,2025-11-24
700286,504,21378,141.0,120.0,2025-09-27
700287,504,21411,2412.0,185.0,2025-12-28
700288,504,20709,3011.0,469.0,2026-04-15
700289,504,21244,1300.0,153.0,2026-06-12
700290,504,20796,3440.0,431.0,2026-04-16
700291,504,20180,119.0,377.0,2026-05-22
700292,504,20356,147.0,430.0,2026-08-12
700293,504,21163,6657.0,,2025-10-12
700294,504,21142,1719.0,162.0,2026-01-10
700295,504,20232,523.0,319.0,2026-06-15
700296,504,20683,2843.0,473.0,2025-09-10
700297,504,20575,5657.0,298.0,2025-10-31
700298,504,21396,936.0,112.0,2025-09-05
700299,504,20601,3754.0,60.0,2026-08-08
700300,504,21388,,338.0,2026-03-11
700301,505,21328,279.0,303.0,2025-09-20
700302,505,20090,3985.0,264.0,2026-02-05
700303,505,21309,4090.0,208.0,2025-09-01
700304,505,20950,5334.0,221.0,2026-04-09
700305,505,20486,6808.0,138.0,2026-08-09
700306,505,20492,,270.0,2026-02-17
700307,505,21126,3819.0,296.0,2025-09-04
700308,505,20146,2051.0,215.0,2026-08-15
700309,505,20728,8337.0,214.0,2026-05-26
700310,505,21270,1661.0,206.0,2025-10-14
700311,505,20535,3039.0,421.0,2025-11-19
700312,505,21229,430.0,124.0,2025-09-08
700313,505,21099,135.0,105.0,2026-02-09
700314,505,21094,17284.0,460.0,2026-04-16
700315,505,20456,9504.0,478.0,2026-01-02
700316,505,20271,6260.0,160.0,2026-04-25
700317,505,20797,2765.0,120.0,2026-03-07
700318,505,20167,1001.0,352.0,2026-06-12
700319,505,20116,894.0,365.0,2025-12-27
700320,505,21361,1514.0,347.0,2026-05-07
700321,505,20519,4189.0,80.0,2026-01-01
700322,505,20922,6592.0,59.0,2026-08-28
700323,505,21161,5675.0,141.0,2026-04-03
700324,505,20970,1727.0,343.0,2026-03-29
700325,505,20969,16288.0,264.0,2025-10-05
700326,505,20351,7040.0,234.0,2025-12-31
700327,505,20069,4249.0,374.0,2025-12-17
700328,505,20881,4974.0,353.0,2026-06-30
700329,505,20609,2860.0,313.0,2026-02-07
700330,505,20081,1497.0,26.0,2026-07-26
700331,505,20296,2313.0,425.0,2026-01-21
700332,505,20287,7456.0,65.0,2026-04-15
700333,505,20376,76.0,382.0,2026-05-05
700334,505,21210,649.0,121.0,2025-10-16
700335,505,20569,248.0,425.0,2025-11-04
700336,505,20105,219.0,251.0,2026-02-04
700337,505,21004,10169.0,33.0,2026-01-02
700338,505,20289,6394.0,37.0,2026-03-16
700339,505,20480,3379.0,232.0,2025-10-15
700340,505,20465,541.0,100.0,2026-06-07
700341,505,20661,3557.0,146.0,2025-10-19
700342,505,21145,3372.0,170.0,2025-12-21
700343,505,20354,1000.0,265.0,2026-08-20
700344,505,20177,,369.0,2025-11-21
700345,505,20484,2673.0,410.0,2026-03-21
700346,505,20577,5030.0,132.0,2026-06-07
700347,505,20610,5300.0,405.0,2025-12-27
700348,505,21321,244.0,475.0,2025-09-16
700349,505,21076,2468.0,229.0,2026-08-15
700350,505,20721,5169.0,127.0,2025-12-03
700351,505,20207,3677.0,296.0,2026-01-24
700352,505,20636,10207.0,210.0,2025-10-08
700353,505,20748,5652.0,58.0,2026-07-17
700354,505,21050,935.0,220.0,2025-12-04
700355,505,21389,385.0,323.0,2025-11-09
700356,505,21255,5407.0,321.0,2025-12-17
700357,505,20001,141.0,58.0,2026-07-15
700358,505,20277,4634.0,185.0,2026-07-11
700359,505,20806,,119.0,2026-07-27
700360,505,21134,4505.0,467.0,2025-10-09
700361,505,20249,2583.0,253.0,2026-06-13
700362,505,20601,5420.0,265.0,2026-08-03
700363,505,21069,3223.0,141.0,2026-05-19
700364,505,20189,4147.0,413.0,2026-07-21
700365,505,21088,14922.0,418.0,2026-02-11
700366,505,20412,2565.0,377.0,2026-08-20
700367,505,21140,17082.0,278.0,2026-02-08
700368,505,21298,12395.0,247.0,2026-07-24
700369,505,21489,1146.0,306.0,2026-03-23
700370,505,20815,,176.0,2026-07-17
700371,505,20503,558.0,142.0,2026-01-31
700372,505,21222,97.0,80.0,2026-03-05
700373,505,20889,522.0,455.0,2026-07-02
700374,505,20150,6040.0,401.0,2026-08-08
700375,505,20076,388.0,165.0,2026-07-25
700376,506,20160,927.0,144.0,2026-08-12
700377,506,20155,4498.0,177.0,2026-03-14
700378,506,20187,57.0,380.0,2026-02-10
700379,506,21335,4066.0,179.0,2026-04-15
700380,506,21225,799.0,70.0,2026-08-16
700381,506,20443,303.0,487.0,2025-10-01
700382,506,21340,2880.0,347.0,2026-01-22
700383,506,20404,2393.0,82.0,2026-06-23
700384,506,20574,5067.0,139.0,2026-02-06
700385,506,20895,3206.0,61.0,2026-04-22
700386,506,20552,3927.0,444.0,2026-08-24
700387,506,21042,800.0,485.0,2025-12-15
700388,506,20375,,58.0,2025-10-03
700389,506,21194,3352.0,469.0,2026-02-10
700390,506,20820,3968.0,169.0,2025-11-25
700391,506,20051,11240.0,190.0,2026-03-30
700392,506,20849,1284.0,289.0,2026-03-15
700393,506,20545,1123.0,41.0,2026-07-23
700394,506,20433,3615.0,478.0,2025-11-18
700395,506,20011,1006.0,455.0,2026-02-20
700396,506,21401,6444.0,53.0,2025-09-26
700397,506,20755,4718.0,389.0,2025-10-28
700398,506,20274,1352.0,188.0,2026-03-29
700399,506,20248,3354.0,275.0,2026-07-18
700400,506,20502,3390.0,78.0,2025-10-10
700401,506,20684,263.0,41.0,2026-05-29
700402,506,21010,5620.0,341.0,2026-01-08
700403,506,21468,1698.0,309.0,2026-05-03
700404,506,20783,4227.0,100.0,2026-03-09
700405,506,20137,931.0,332.0,2025-10-23
700406,506,21219,5452.0,278.0,2026-07-24
700407,506,20816,1190.0,55.0,2026-08-25
700408,506,20918,26.0,309.0,2026-08-27
700409,506,21221,5691.0,116.0,2026-02-07
700410,506,21492,231.0,154.0,2025-09-05
700411,506,21159,928.0,419.0,2026-02-08
700412,506,20476,7233.0,140.0,2025-12-16
700413,506,21309,7260.0,122.0,2026-02-23
700414,506,21294,2056.0,298.0,2026-04-03
700415,506,20818,2412.0,477.0,2026-01-20
700416,506,20196,1436.0,13.0,2025-09-24
700417,506,20921,838.0,35.0,2026-03-05
700418,506,20184,962.0,360.0,2026-10-02
700419,506,21210,2694.0,399.0,2026-01-22
700420,506,20776,3369.0,499.0,2026-03-31
700421,506,20639,3785.0,252.0,2026-08-26
700422,506,21253,,108.0,2026-07-26
700423,506,20791,,42.0,2026-07-27
700424,506,21104,1646.0,265.0,2025-10-21
700425,506,21308,143.0,463.0,2025-09-18
700426,506,20063,1925.0,485.0,2026-08-21
700427,506,21384,1406.0,493.0,2026-06-11
700428,506,21174,5277.0,,2026-08-17
700429,506,21250,1043.0,430.0,2026-05-02
700430,506,20206,300.0,29.0,2026-08-13
700431,506,21032,372.0,265.0,2025-10-28
700432,506,21222,3460.0,265.0,2026-08-14
700433,506,20532,2324.0,150.0,2026-08-18
700434,506,20497,257.0,377.0,2026-06-11
700435,506,20259,212.0,95.0,2025-10-13
700436,506,21208,2914.0,53.0,2026-01-11
700437,506,20388,182.0,295.0,2026-07-23
700438,506,21231,4164.0,84.0,2026-08-28
700439,506,20085,2957.0,495.0,2026-08-27
700440,506,20807,205.0,234.0,2025-10-26
700441,506,21059,,120.0,2025-11-30
700442,506,21040,10415.0,123.0,2025-09-09
700443,506,20837,1132.0,327.0,2026-06-12
700444,506,20871,1118.0,350.0,2026-02-14
700445,506,20456,4044.0,16.0,2026-03-04
700446,506,20007,7101.0,266.0,2026-03-29
700447,506,20045,10303.0,166.0,2026-06-15
700448,506,20853,3379.0,394.0,2025-10-12
700449,506,20374,1139.0,212.0,2025-11-24
700450,506,21147,210.0,266.0,2026-05-16
700451,507,20257,2342.0,348.0,2025-11-05
700452,507,21354,1275.0,326.0,2026-06-10
700453,507,20928,,16.0,2026-01-17
700454,507,20775,3695.0,494.0,2025-09-02
700455,507,20797,184.0,245.0,2026-03-16
700456,507,21412,1059.0,184.0,2026-05-22
700457,507,20790,18.0,413.0,2025-08-31
700458,507,20318,987.0,127.0,2026-07-16
700459,507,20035,90.0,463.0,2026-08-01
700460,507,20293,197.0,197.0,2026-06-23
700461,507,21077,195.0,59.0,2025-11-16
700462,507,21037,1634.0,248.0,2026-04-27
700463,507,21017,2138.0,210.0,2025-09-16
700464,507,20433,1366.0,456.0,2026-08-15
700465,507,20181,5109.0,131.0,2025-09-11
700466,507,21190,733.0,486.0,2026-07-27
700467,507,20765,525.0,240.0,2025-12-07
700468,507,21132,3166.0,102.0,2026-06-27
700469,507,20090,395.0,14.0,2026-08-23
700470,507,20691,5153.0,172.0,2026-06-27
700471,507,20217,19.0,141.0,2026-01-26
700472,507,20684,5464.0,427.0,2026-04-27
700473,507,20429,69.0,82.0,2025-10-15
700474,507,20144,3460.0,256.0,2026-03-07
700475,507,20515,1170.0,73.0,2026-02-05
700476,507,21169,7733.0,259.0,2026-08-08
700477,507,20462,120.0,18.0,2025-12-06
700478,507,20767,1259.0,56.0,2026-07-22
700479,507,20273,5435.0,200.0,2026-04-08
700480,507,21250,1155.0,166.0,2026-11-07
700481,507,20955,1549.0,,2026-07-13
700482,507,20911,1856.0,230.0,2026-06-20
700483,507,20631,946.0,39.0,2026-06-25
700484,507,21432,1541.0,495.0,2025-09-10
700485,507,20697,1370.0,374.0,2026-03-01
700486,507,20542,3611.0,209.0,2025-09-15
700487,507,20676,73.0,370.0,2025-09-16
700488,507,21484,515.0,,2026-03-01
700489,507,20067,4687.0,318.0,2026-08-09
700490,507,20008,3447.0,280.0,2025-10-06
700491,507,20941,949.0,328.0,2025-12-10
700492,507,20523,1510.0,225.0,2025-11-26
700493,507,21088,507.0,32.0,2026-07-16
700494,507,20023,325.0,468.0,2025-09-11
700495,507,20046,972.0,269.0,2025-09-18
700496,507,20902,680.0,99.0,2025-10-12
700497,507,20958,1367.0,419.0,2026-04-04
700498,507,20838,,356.0,2026-05-25
700499,507,21074,5718.0,,2026-04-29
700500,507,20256,6683.0,110.0,2026-08-29
700501,507,20770,1869.0,482.0,2026-07-23
700502,507,20120,1198.0,498.0,2025-12-12
700503,507,21188,578.0,114.0,2026-01-19
700504,507,20771,2622.0,183.0,2026-07-02
700505,507,20291,1801.0,104.0,2026-04-29
700506,507,20543,277.0,431.0,2026-04-21
700507,507,20153,3773.0,201.0,2026-07-07
700508,507,20233,2697.0,141.0,2026-01-17
700509,507,20225,4668.0,118.0,2026-03-03
700510,507,20584,2018.0,446.0,2026-05-15
700511,507,20900,1483.0,26.0,2026-02-06
700512,507,20617,845.0,107.0,2026-07-17
700513,507,20817,4211.0,110.0,2026-07-28
700514,507,20918,3136.0,195.0,2026-07-23
700515,507,21136,72.0,81.0,2026-05-17
700516,507,20101,42.0,124.0,2026-06-19
700517,507,20402,737.0,89.0,2026-07-01
700518,507,20613,2596.0,381.0,2026-05-28
700519,507,20313,6809.0,29.0,2025-12-02
700520,507,20470,254.0,48.0,2026-01-15
700521,507,20717,1407.0,257.0,2026-03-02
700522,507,21401,748.0,47.0,2026-02-04
700523,507,21120,5466.0,156.0,2026-03-10
700524,507,20182,2880.0,,2025-12-15
700525,507,20265,2843.0,476.0,2026-03-16
700526,508,20259,1794.0,318.0,2026-03-01
700527,508,20199,1520.0,355.0,2025-09-24
700528,508,20618,906.0,351.0,2025-11-01
700529,508,21103,165.0,205.0,2026-03-04
700530,508,20817,5676.0,381.0,2026-07-19
700531,508,21233,4756.0,453.0,2026-04-17
700532,508,21058,23187.0,473.0,2025-11-30
700533,508,20273,16158.0,386.0,2026-05-23
700534,508,21309,2300.0,493.0,2026-04-09
700535,508,20134,4157.0,420.0,2026-03-02
700536,508,20245,8217.0,80.0,2025-11-02
700537,508,21224,5376.0,481.0,2025-11-14
700538,508,21477,806.0,294.0,2025-12-03
700539,508,20987,1699.0,295.0,2026-03-28
700540,508,21017,392.0,365.0,2025-09-30
700541,508,20869,8739.0,17.0,2025-10-28
700542,508,20982,2644.0,93.0,2025-11-14
700543,508,20546,737.0,208.0,2025-11-19
700544,508,21371,3160.0,500.0,2026-07-15
700545,508,20404,2731.0,14.0,2026-07-02
700546,508,20330,1258.0,233.0,2026-03-10
700547,508,21061,342.0,137.0,2026-04-07
700548,508,20685,3159.0,58.0,2026-08-02
700549,508,21276,2084.0,436.0,2025-10-14
700550,508,20395,4199.0,132.0,2026-03-25
700551,508,21248,2083.0,,2025-09-08
700552,508,20925,5424.0,337.0,2026-02-15
700553,508,21462,2278.0,56.0,2026-06-27
700554,508,21146,2335.0,216.0,2025-11-16
700555,508,20538,5938.0,485.0,2026-08-20
700556,508,21178,1466.0,323.0,2026-04-30
700557,508,20498,408.0,369.0,2025-02-09
700558,508,20677,83.0,303.0,2026-05-20
700559,508,21343,3992.0,40.0,2026-12-08
700560,508,21235,2748.0,454.0,2025-12-03
700561,508,20041,3455.0,483.0,2026-06-12
700562,508,21200,679.0,342.0,2026-01-31
700563,508,20656,416.0,232.0,2026-08-04
700564,508,21180,42.0,,2026-02-23
700565,508,21386,1225.0,250.0,2026-01-10
700566,508,20986,2529.0,345.0,2026-06-29
700567,508,20931,1413.0,247.0,2025-12-06
700568,508,21376,1632.0,143.0,2026-05-26
700569,508,20892,6653.0,496.0,2026-02-17
700570,508,20608,1215.0,21.0,2026-05-12
700571,508,20338,2047.0,427.0,2026-01-20
700572,508,20329,4343.0,37.0,2025-12-17
700573,508,21121,1433.0,301.0,2026-01-30
700574,508,20227,2761.0,77.0,2026-04-03
700575,508,20799,5627.0,315.0,2025-11-23
700576,508,20605,8472.0,249.0,2025-09-30
700577,508,20073,451.0,57.0,2025-10-06
700578,508,20182,7410.0,72.0,2026-05-08
700579,508,21337,1922.0,412.0,2026-05-28
700580,508,21204,848.0,324.0,2026-01-13
700581,508,21321,1744.0,339.0,2026-04-26
700582,508,20446,11104.0,243.0,2026-02-26
700583,508,21295,1925.0,80.0,2026-06-15
700584,508,21372,1131.0,176.0,2026-05-02
700585,508,20728,2847.0,334.0,2026-02-11
700586,508,20794,779.0,399.0,2026-06-25
700587,508,21277,224.0,367.0,2026-07-08
700588,508,20423,391.0,145.0,2026-06-25
700589,508,20507,389.0,151.0,2026-05-21
700590,508,20102,467.0,447.0,2026-01-18
700591,508,20551,424.0,333.0,2026-07-12
700592,508,20891,2906.0,308.0,2026-02-22
700593,508,21331,570.0,90.0,2026-01-22
