order_id,customer_id,warehouse_id,order_date,ship_date,order_status,source_order_total,detail_row_count,total_quantity,calculated_order_total,order_total_difference,order_financial_status,shipment_count,has_shipment,detail_status,customer_status,quantity_status,date_status
5000015,300707,520,2025-08-28,2025-09-04,Delivered,14729.99,1.0,33.0,14729.99,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000016,302910,516,2022-12-29,2023-01-09,Pending,24817.9,1.0,20.0,24817.9,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000017,301878,504,2021-06-27,2021-07-05,Delivered,42924.32,2.0,52.0,42924.32000000001,-7.275957614183426e-12,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000018,300993,522,2023-04-16,2023-04-18,Pending,,,,,,Cannot Calculate,2,True,No Order Details,Matched,,Valid
5000019,300680,531,2023-05-21,2023-05-30,Shipped,8383.38,2.0,9.0,8383.380000000001,-1.8189894035458565e-12,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000020,302982,510,2022-11-13,2022-11-18,Cancelled,60170.71,1.0,47.0,60170.71,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000021,302340,530,2025-04-27,2025-05-01,Pending,,,,,,Cannot Calculate,1,True,No Order Details,Matched,,Valid
5000022,300445,501,2026-05-10,2026-05-13,Delivered,7257.15,1.0,6.0,7257.15,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000023,302432,529,2024-11-16,,Delivered,170419.15,3.0,104.0,170419.15000000002,-2.9103830456733704e-11,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date
5000024,302162,533,2024-09-21,2024-09-27,Shipped,785.97,1.0,4.0,785.97,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000025,302376,511,2022-06-03,,Delivered,178895.11,5.0,162.0,178895.11000000002,-2.9103830456733704e-11,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date
5000026,302338,516,2026-02-17,2026-02-21,Shipped,80601.05,1.0,39.0,80601.05,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000027,302015,520,2026-02-14,2026-02-20,Delivered,0.0,1.0,29.0,,,Cannot Calculate,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000028,300243,531,2025-11-12,2025-11-22,Shipped,41813.04,2.0,52.0,41813.03999999999,7.275957614183426e-12,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000029,301298,509,2025-01-08,2025-01-14,Pending,146010.35,3.0,109.0,146010.35,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000030,302057,529,2024-04-02,2024-04-06,Delivered,8112.47,1.0,46.0,8112.47,0.0,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000031,300166,520,2024-03-06,2024-03-08,Pending,0.0,1.0,42.0,,,Cannot Calculate,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000032,301627,504,2024-07-13,2024-07-24,Returned,68033.78,3.0,109.0,68033.78,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000033,301415,524,2022-03-13,2022-03-16,Delivered,8927.75,3.0,60.0,8927.75,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000034,301891,517,2025-12-11,2025-12-11,Shipped,134551.15,3.0,105.0,134551.15,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000035,301773,522,2026-03-18,2026-03-20,Pending,17127.75,1.0,21.0,17127.75,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000036,301508,509,2022-04-13,2022-04-21,Delivered,78084.75,1.0,35.0,78084.75,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000037,300254,523,2026-01-18,2026-01-21,Shipped,,,,,,Cannot Calculate,1,True,No Order Details,Matched,,Valid
5000038,302460,513,2024-11-13,2024-11-19,Pending,1750.65,2.0,21.0,1750.65,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000039,300613,523,2025-06-28,2025-06-30,Cancelled,73253.25,1.0,43.0,73253.25,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000040,301907,515,2024-07-18,2024-07-20,Cancelled,44282.71,3.0,84.0,44282.71,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000041,302939,504,2025-06-10,,Returned,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Missing Ship Date
5000042,300584,514,2025-01-18,2025-01-18,Returned,33853.26,3.0,82.0,33853.26,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000043,300810,515,2023-06-04,2023-06-07,Cancelled,39780.78,3.0,59.0,39780.78,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000044,302185,524,2024-08-29,2024-09-10,Delivered,,,,,,Cannot Calculate,1,True,No Order Details,Matched,,Valid
5000045,301104,515,2025-10-25,2025-11-03,Delivered,45549.38,1.0,29.0,45549.38,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000046,302815,531,2024-01-08,2024-01-17,Shipped,-9319.69,3.0,-2.0,-9319.69,0.0,Matched,0,False,Has Order Details,Matched,Negative Net Quantity,Valid
5000047,301212,523,2025-07-16,2025-07-27,Pending,34082.59,1.0,26.0,34082.59,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000048,302727,530,2025-01-09,2025-01-11,Pending,96242.74,4.0,72.0,96242.73999999999,1.4551915228366852e-11,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000049,302578,513,2024-10-04,2024-10-13,Cancelled,72845.9,4.0,85.0,72845.90000000001,-1.4551915228366852e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000050,301078,509,2026-07-22,2026-07-30,Delivered,,,,,,Cannot Calculate,1,True,No Order Details,Matched,,Valid
5000051,300906,530,2026-03-21,2026-03-30,Cancelled,18881.2,4.0,67.0,18881.2,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000052,302776,506,2022-11-07,2022-07-11,Shipped,,2.0,17.0,8864.01,,Missing Source Total,2,True,Has Order Details,Matched,Positive Net Quantity,Ship Date Before Order Date
5000053,301415,524,2025-09-16,2025-09-26,Delivered,108825.74,3.0,81.0,108825.74,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000054,301623,528,2026-02-10,2026-02-21,Delivered,93195.54,3.0,111.0,93195.54000000001,-1.4551915228366852e-11,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000055,301652,515,2025-12-02,2025-09-12,Shipped,98493.47,3.0,67.0,98493.47000000002,-1.4551915228366852e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Ship Date Before Order Date
5000056,301011,536,2022-02-02,2022-02-13,Delivered,41612.72,2.0,29.0,41612.72,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000057,300947,522,2026-07-08,2026-07-10,Pending,108251.94,3.0,105.0,108251.94,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000058,300423,523,2025-08-09,2025-08-15,Returned,124283.15,3.0,77.0,124283.15,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000059,300844,527,2025-12-06,2025-12-15,Returned,56579.24,4.0,140.0,56579.240000000005,-7.275957614183426e-12,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000060,300030,536,2025-07-15,2025-07-20,Delivered,117029.48,4.0,85.0,117029.48,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000061,301784,524,2025-07-04,2025-07-11,Delivered,53840.84,3.0,37.0,53840.840000000004,-7.275957614183426e-12,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000062,300613,506,2026-01-25,,Cancelled,151147.02,6.0,103.0,151147.02000000002,-2.9103830456733704e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date
5000063,301558,515,2025-02-05,2025-02-07,Pending,91170.58,3.0,83.0,91170.58,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000064,300840,512,2026-06-12,2026-06-23,Pending,62868.98,2.0,67.0,62868.979999999996,7.275957614183426e-12,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000065,301098,514,2024-03-08,2024-03-09,Shipped,45533.45,2.0,33.0,45533.450000000004,-7.275957614183426e-12,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000066,302377,503,2022-08-01,2022-08-05,Delivered,15417.12,2.0,29.0,15417.12,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000067,301812,510,2025-11-16,2025-11-20,Cancelled,81246.08,3.0,97.0,81246.07999999999,1.4551915228366852e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000068,302722,533,2024-07-22,2024-07-27,Pending,72423.76,1.0,43.0,72423.76,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000069,301765,540,2023-01-02,2023-01-11,Returned,95166.99,2.0,59.0,95166.98999999999,1.4551915228366852e-11,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000070,302897,524,2026-06-01,2026-01-14,Pending,3327.39,1.0,22.0,3327.39,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Ship Date Before Order Date
5000071,301012,527,2023-09-24,2023-10-03,Pending,78561.59,5.0,83.0,78561.59,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000072,300875,535,2025-12-24,2026-01-01,Delivered,99307.26,3.0,65.0,99307.26,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000073,300536,537,2024-06-27,,Shipped,38621.95,1.0,18.0,38621.95,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date
5000074,301413,536,2024-01-08,2024-01-16,Pending,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid
5000075,301813,538,2024-07-14,2024-07-26,Pending,87123.7,5.0,102.0,87123.7,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000076,301121,517,2024-06-08,2024-06-17,Cancelled,87371.57,2.0,79.0,87371.57,0.0,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000077,302062,526,2023-12-08,2023-12-13,Returned,99115.78,3.0,64.0,99115.78000000001,-1.4551915228366852e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000078,301611,511,2026-02-24,2026-02-27,Delivered,93211.08,3.0,119.0,93211.07999999999,1.4551915228366852e-11,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000079,301029,526,2026-03-04,2026-03-06,Delivered,15085.32,1.0,39.0,15085.32,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000080,301593,516,2023-06-17,2023-06-18,Returned,28880.92,3.0,28.0,28880.92,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000081,301719,519,2026-04-28,2026-04-28,Delivered,,2.0,51.0,63895.47,,Missing Source Total,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000082,300869,526,2024-05-12,2024-05-16,Shipped,165948.83,4.0,143.0,165948.83000000002,-2.9103830456733704e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000083,302692,528,2024-01-31,2024-02-02,Shipped,,,,,,Cannot Calculate,2,True,No Order Details,Matched,,Valid
5000084,302863,523,2025-01-23,2025-01-29,Shipped,20081.03,1.0,39.0,20081.03,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000085,302616,503,2026-02-21,,Shipped,57208.26,3.0,36.0,57208.26,0.0,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date
5000086,301286,539,2024-02-02,2024-02-05,Shipped,150252.1,4.0,146.0,150252.1,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000087,302928,526,2026-07-09,,Delivered,55462.07,2.0,33.0,55462.07000000001,-7.275957614183426e-12,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date
5000088,301293,501,2025-06-20,2025-06-20,Pending,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid
5000089,300791,534,2026-07-08,,Delivered,118491.65,3.0,64.0,118491.65,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date
5000090,300281,519,2023-03-31,2023-04-07,Delivered,3009.54,1.0,21.0,3009.54,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000091,301577,506,2026-05-21,2026-05-30,Cancelled,63824.94,3.0,37.0,63824.939999999995,7.275957614183426e-12,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000092,301644,524,2025-12-30,,Shipped,64317.33,2.0,40.0,64317.33,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date
5000093,302358,538,2025-07-16,2025-07-25,Shipped,75644.06,1.0,33.0,75644.06,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000094,302705,505,2026-05-19,2026-05-27,Pending,83475.02,2.0,49.0,83475.01999999999,1.4551915228366852e-11,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000095,302448,514,2026-07-20,2026-08-01,Delivered,,,,,,Cannot Calculate,1,True,No Order Details,Matched,,Valid
5000096,300071,507,2026-02-28,2026-03-01,Pending,15013.75,1.0,10.0,15013.75,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000097,300305,513,2025-05-19,2025-05-24,Delivered,54982.98,1.0,27.0,54982.98,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000098,302727,514,2024-01-26,2024-02-05,Delivered,,3.0,106.0,158558.91999999998,,Missing Source Total,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000099,301579,529,2024-07-12,2024-07-12,Shipped,20201.36,1.0,12.0,20201.36,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000100,300538,515,2024-10-06,2024-10-12,Shipped,154996.78,4.0,108.0,154996.78,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000101,301759,532,2025-09-29,2025-10-01,Shipped,49424.2,3.0,87.0,49424.2,0.0,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000102,300498,515,2023-08-18,2023-08-27,Cancelled,-2732.53,1.0,-6.0,-2732.53,0.0,Matched,0,False,Has Order Details,Matched,Negative Net Quantity,Valid
5000103,300243,521,2022-02-08,2022-02-19,Pending,20286.49,1.0,10.0,20286.49,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000104,300244,510,2025-04-25,2025-05-07,Shipped,202969.89,3.0,99.0,202969.89,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000105,302274,539,2026-07-20,2026-07-21,Shipped,82805.1,4.0,100.0,82805.1,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000106,302594,537,2023-11-14,2023-11-22,Delivered,55500.53,2.0,38.0,55500.53,0.0,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000107,300669,505,2024-09-14,2024-09-14,Delivered,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid
5000108,302126,526,2024-01-13,2024-01-25,Shipped,91298.74,3.0,72.0,91298.73999999999,1.4551915228366852e-11,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000109,300175,505,2025-10-29,2025-11-05,Cancelled,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid
5000110,301119,537,2023-09-10,2023-09-14,Shipped,35848.46,2.0,21.0,35848.46,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000111,300048,522,2024-06-25,2024-07-03,Pending,48728.6,1.0,45.0,48728.6,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000112,301075,526,2024-06-19,2024-06-27,Delivered,-1716.69,1.0,-1.0,-1716.69,0.0,Matched,0,False,Has Order Details,Matched,Negative Net Quantity,Valid
5000113,302341,503,2025-08-23,2025-08-25,Returned,75072.24,4.0,117.0,75072.24,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000114,300587,502,2026-07-04,2026-07-09,Pending,12504.14,1.0,26.0,12504.14,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000115,301766,521,2024-07-12,2024-07-22,Pending,55757.86,1.0,31.0,55757.86,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000116,301664,539,2024-10-18,2024-10-27,Shipped,97590.47,6.0,101.0,97590.46999999999,1.4551915228366852e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000117,301171,509,2025-12-01,2025-12-11,Returned,105817.42,4.0,118.0,105817.42000000001,-1.4551915228366852e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000118,302754,534,2025-01-23,2025-01-23,Shipped,2311.93,1.0,1.0,2311.93,0.0,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000119,300348,525,2022-08-07,2022-08-19,Delivered,87538.23,2.0,45.0,87538.23,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000120,300777,539,2025-10-30,2025-11-03,Shipped,27196.41,1.0,36.0,27196.41,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000121,301979,503,2026-05-18,2026-05-23,Pending,122568.52,4.0,89.0,122568.51999999999,1.4551915228366852e-11,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000122,302801,503,2025-04-02,2025-04-07,Pending,0.0,1.0,20.0,,,Cannot Calculate,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000123,300845,510,2021-11-06,2021-11-10,Delivered,,,,,,Cannot Calculate,1,True,No Order Details,Matched,,Valid
5000124,301599,501,2023-01-15,2023-01-26,Returned,21916.51,1.0,33.0,21916.51,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000125,302459,505,2024-06-15,2024-06-16,Delivered,32209.79,1.0,17.0,32209.79,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000126,300616,524,2020-12-04,2020-12-07,Cancelled,,3.0,91.0,107332.16,,Missing Source Total,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000127,302945,533,2021-09-01,2021-09-07,Pending,223297.54,4.0,112.0,223297.54,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000128,300993,509,2023-02-28,2023-03-11,Returned,14502.77,3.0,42.0,14502.769999999999,1.8189894035458565e-12,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000129,301058,515,2025-11-18,2025-11-30,Shipped,60636.19,4.0,66.0,60636.19,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000130,301152,535,2021-04-06,2021-04-13,Cancelled,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid
5000131,302790,530,2026-05-05,2026-05-12,Returned,93857.7,2.0,82.0,93857.7,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000132,300185,507,2023-12-08,2023-12-14,Cancelled,105685.44,2.0,60.0,105685.44,0.0,Matched,3,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000133,302016,533,2024-03-04,2024-03-04,Shipped,3547.67,1.0,11.0,3547.67,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000134,300617,520,2026-06-06,2026-06-12,Shipped,50160.85,2.0,29.0,50160.85,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000135,300890,522,2025-12-10,2025-12-17,Delivered,20633.98,2.0,66.0,20633.98,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000136,300523,514,2026-01-24,2026-01-28,Pending,94379.25,2.0,69.0,94379.25,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000137,300801,510,2026-06-06,2026-10-06,Cancelled,38427.99,2.0,35.0,38427.99,0.0,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000138,301340,505,2022-05-12,2022-05-20,Delivered,129674.61,4.0,121.0,129674.61,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000139,301357,516,2021-07-09,2021-07-14,Pending,,1.0,29.0,49754.41,,Missing Source Total,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000140,302093,511,2026-01-09,,Shipped,84634.23,4.0,79.0,84634.23,0.0,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date
5000141,301937,525,2024-09-08,2024-09-19,Pending,5551.09,1.0,5.0,5551.09,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000142,301226,533,2024-12-20,2024-12-31,Delivered,69138.02,4.0,126.0,69138.02,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000143,300851,514,2024-05-15,2024-05-21,Shipped,,,,,,Cannot Calculate,3,True,No Order Details,Matched,,Valid
5000144,301522,526,2023-10-20,2023-10-30,Returned,243444.22,6.0,174.0,243444.21999999997,2.9103830456733704e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000145,302916,517,2024-06-01,2024-06-05,Shipped,4947.85,1.0,3.0,4947.85,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000146,300063,525,2026-01-16,2026-01-20,Shipped,40743.8,3.0,46.0,40743.8,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000147,301253,530,2023-02-02,2023-02-05,Pending,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid
5000148,300397,524,2024-01-05,2024-01-08,Pending,106040.51,2.0,74.0,106040.51,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000149,300675,528,2026-06-28,2026-07-05,Cancelled,25577.05,1.0,18.0,25577.05,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000150,302594,515,2024-12-17,2024-12-26,Delivered,111244.94,2.0,55.0,111244.94,0.0,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000151,302260,527,2025-05-05,2025-05-16,Pending,122739.81,4.0,86.0,122739.81000000001,-1.4551915228366852e-11,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000152,302097,504,2024-09-18,2024-09-30,Pending,72364.49,2.0,92.0,72364.49,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000153,302487,514,2025-08-27,2025-08-30,Returned,14022.12,3.0,18.0,14022.119999999999,1.8189894035458565e-12,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000154,302390,514,2024-09-04,2024-09-06,Delivered,120745.97,3.0,69.0,120745.97,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000155,301082,503,2024-04-13,2024-04-20,Shipped,143070.97,5.0,108.0,143070.97,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000156,301279,534,2025-05-29,2025-06-04,Pending,43525.56,3.0,54.0,43525.56,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000157,302962,517,2025-08-30,,Shipped,100241.54,3.0,76.0,100241.54000000001,-1.4551915228366852e-11,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date
5000158,301684,523,2025-10-25,2025-10-25,Pending,92943.22,4.0,126.0,92943.21999999999,1.4551915228366852e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000159,300664,510,2026-01-19,2026-01-21,Pending,38457.77,2.0,63.0,38457.770000000004,-7.275957614183426e-12,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000160,300496,533,2024-12-11,2024-11-20,Pending,92383.4,3.0,92.0,92383.40000000001,-1.4551915228366852e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Ship Date Before Order Date
5000161,301748,514,2025-03-14,2025-03-17,Delivered,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid
5000162,302638,528,2026-03-01,2026-03-11,Shipped,24018.17,2.0,39.0,24018.17,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5000163,302704,503,2023-12-29,2024-01-06,Pending,35232.19,2.0,46.0,35232.19,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5000164,300829,517,2025-11-09,2025-11-14,Shipped,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid
5000165,300461,520,2025-11-26,2025-08-12,Pending,57088.33,3.0,105.0,57088.33,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Ship Date Before Order Date
5000166,300485,525,2024-03-21,2024-03-28,Returned,66742.6,2.0,58.0,66742.59999999999,1.4551915228366852e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
